Id,Name,EventApi__Component_Name__c,EventApi__Config__c,EventApi__Event_Page__c,EventApi__Order__c,EventApi__Title__c,EventApi__HTML__c,EventApi__Event_Page__r.Id
a244W000006mRljQAE,EPC-0000904,LTE:EventCustomHTML,{},a254W000002JWu7QAG,1,,"<p><strong>World Renowned Event</strong></p><p>There is no better place for professional development than the Annual Symposium. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p><p><br></p><p><strong>Fresh Perspectives</strong></p><p>Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>",a254W000002JWu7QAG
a244W000006mRlkQAE,EPC-0000905,LTE:FeaturedEventSpeakers,{},a254W000002JWu7QAG,2,,,a254W000002JWu7QAG
a244W000006mRllQAE,EPC-0000906,LTE:EventAgenda,{},a254W000002JWu8QAG,1,,,a254W000002JWu8QAG
a244W000006mRlmQAE,EPC-0000907,LTE:EventPrimaryVenue,{},a254W000002JWu9QAG,1,,,a254W000002JWu9QAG
a244W000006mRlnQAE,EPC-0000908,LTE:EventSecondaryVenues,{},a254W000002JWu9QAG,2,,,a254W000002JWu9QAG
a244W000006mRloQAE,EPC-0000909,LTE:EventVenueMap,{},a254W000002JWu9QAG,3,,,a254W000002JWu9QAG
a244W000006mRlpQAE,EPC-0000910,LTE:EventSpeakers,{},a254W000002JWuAQAW,1,,,a254W000002JWuAQAW
a244W000006mRlqQAE,EPC-0000911,LTE:FeaturedEventSponsors,{},a254W000002JWuBQAW,1,,,a254W000002JWuBQAW
a244W000006mRlrQAE,EPC-0000912,LTE:EventCustomHTML,{},a254W000002JWuBQAW,2,,"<h2><strong>Sponsorship</strong></h2><p><br></p><p>Sponsorship at the Annual Meeting gets your message in front of hundreds of decision-makers at independent schools across the country. More than 1,200 education professionals involved with business, finance, and administration attended the 2019 meeting in Washington, D.C., once again setting an attendance record for the Annual Meeting. Below is a list of sponsorship opportunities at this year&#39;s conference.</p><p><br></p><p><strong>Questions?</strong> Contact Chris Arthur at <a href=""mailto:chris.kalavsky@nboa.org"" target=""_blank""><strong><u>chris.</u></strong></a><strong><u>arthur@mailinator.com&nbsp;</u></strong>or call 202-407-7146.</p><p><br></p><h2><strong>Levels and Offerings</strong></h2><h3><br></h3><h3><strong>Gold&nbsp;$10,000</strong></h3><ul><li>2020 Annual Meeting Mobile App</li><li>First-Time Attendee Reception (held prior to Opening Reception)</li><li>Annual Meeting Lanyard</li><li>Annual Meeting Giveaway</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udeQAA"" target=""_blank"">Click here&nbsp;</a>to Purchase</p><p><br></p><h3><strong>Silver&nbsp;$6,000</strong></h3><ul><li>Annual Meeting Hotel Key Card</li><li>Charging Stations</li><li>Wi-Fi*</li><li>Session Tracks</li><li><em>Net Assets</em> Photo Booth</li><li>Headshot Booth</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udfQAA"" target=""_blank"">Click here</a> to Purchase</p><p><br></p><h3><strong>Bronze&nbsp;$4,000</strong></h3><ul><li>Breakfast (limited quantities)</li><li>AM/PM Break (limited quantities)</li><li>Fun Run</li><li>Yoga</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udgQAA"" target=""_blank"">Click here</a> to Purchase</p>",a254W000002JWuBQAW
a244W000006mRlsQAE,EPC-0000913,LTE:EventCustomHTML,{},a254W000002JWuCQAW,1,,"<p><strong>World Renowned Event</strong></p><p>There is no better place for professional development than the Annual Symposium. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p><p><br></p><p><strong>Fresh Perspectives</strong></p><p>Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>",a254W000002JWuCQAW
a244W000006mRltQAE,EPC-0000914,LTE:FeaturedEventSpeakers,{},a254W000002JWuCQAW,2,,,a254W000002JWuCQAW
a244W000006mRluQAE,EPC-0000915,LTE:EventAgenda,{},a254W000002JWuDQAW,1,,,a254W000002JWuDQAW
a244W000006mRlvQAE,EPC-0000916,LTE:EventPrimaryVenue,{},a254W000002JWuEQAW,1,,,a254W000002JWuEQAW
a244W000006mRlwQAE,EPC-0000917,LTE:EventSecondaryVenues,{},a254W000002JWuEQAW,2,,,a254W000002JWuEQAW
a244W000006mRlxQAE,EPC-0000918,LTE:EventVenueMap,{},a254W000002JWuEQAW,3,,,a254W000002JWuEQAW
a244W000006mRlyQAE,EPC-0000919,LTE:EventSpeakers,{},a254W000002JWuFQAW,1,,,a254W000002JWuFQAW
a244W000006mRlzQAE,EPC-0000920,LTE:FeaturedEventSponsors,{},a254W000002JWuGQAW,1,,,a254W000002JWuGQAW
a244W000006mRm0QAE,EPC-0000921,LTE:EventCustomHTML,{},a254W000002JWuGQAW,2,,"<h2><strong>Sponsorship</strong></h2><p><br></p><p>Sponsorship at the Annual Meeting gets your message in front of hundreds of decision-makers at independent schools across the country. More than 1,200 education professionals involved with business, finance, and administration attended the 2019 meeting in Washington, D.C., once again setting an attendance record for the Annual Meeting. Below is a list of sponsorship opportunities at this year&#39;s conference.</p><p><br></p><p><strong>Questions?</strong> Contact Chris Arthur at <a href=""mailto:chris.kalavsky@nboa.org"" target=""_blank""><strong><u>chris.</u></strong></a><strong><u>arthur@mailinator.com&nbsp;</u></strong>or call 202-407-7146.</p><p><br></p><h2><strong>Levels and Offerings</strong></h2><h3><br></h3><h3><strong>Gold&nbsp;$10,000</strong></h3><ul><li>2020 Annual Meeting Mobile App</li><li>First-Time Attendee Reception (held prior to Opening Reception)</li><li>Annual Meeting Lanyard</li><li>Annual Meeting Giveaway</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udeQAA"" target=""_blank"">Click here&nbsp;</a>to Purchase</p><p><br></p><h3><strong>Silver&nbsp;$6,000</strong></h3><ul><li>Annual Meeting Hotel Key Card</li><li>Charging Stations</li><li>Wi-Fi*</li><li>Session Tracks</li><li><em>Net Assets</em> Photo Booth</li><li>Headshot Booth</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udfQAA"" target=""_blank"">Click here</a> to Purchase</p><p><br></p><h3><strong>Bronze&nbsp;$4,000</strong></h3><ul><li>Breakfast (limited quantities)</li><li>AM/PM Break (limited quantities)</li><li>Fun Run</li><li>Yoga</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udgQAA"" target=""_blank"">Click here</a> to Purchase</p>",a254W000002JWuGQAW
a244W000006mRm1QAE,EPC-0000922,LTE:EventCustomHTML,{},a254W000002JWuHQAW,1,,"<p><strong>World Renowned Event</strong></p><p>There is no better place for professional development than the Annual Symposium. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p><p><br></p><p><strong>Fresh Perspectives</strong></p><p>Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>",a254W000002JWuHQAW
a244W000006mRm2QAE,EPC-0000923,LTE:FeaturedEventSpeakers,{},a254W000002JWuHQAW,2,,,a254W000002JWuHQAW
a244W000006mRm3QAE,EPC-0000924,LTE:EventAgenda,{},a254W000002JWuIQAW,1,,,a254W000002JWuIQAW
a244W000006mRm4QAE,EPC-0000925,LTE:EventPrimaryVenue,{},a254W000002JWuJQAW,1,,,a254W000002JWuJQAW
a244W000006mRm5QAE,EPC-0000926,LTE:EventSecondaryVenues,{},a254W000002JWuJQAW,2,,,a254W000002JWuJQAW
a244W000006mRm6QAE,EPC-0000927,LTE:EventVenueMap,{},a254W000002JWuJQAW,3,,,a254W000002JWuJQAW
a244W000006mRm7QAE,EPC-0000928,LTE:EventSpeakers,{},a254W000002JWuKQAW,1,,,a254W000002JWuKQAW
a244W000006mRm8QAE,EPC-0000929,LTE:FeaturedEventSponsors,{},a254W000002JWuLQAW,1,,,a254W000002JWuLQAW
a244W000006mRm9QAE,EPC-0000930,LTE:EventCustomHTML,{},a254W000002JWuLQAW,2,,"<h2><strong>Sponsorship</strong></h2><p><br></p><p>Sponsorship at the Annual Meeting gets your message in front of hundreds of decision-makers at independent schools across the country. More than 1,200 education professionals involved with business, finance, and administration attended the 2019 meeting in Washington, D.C., once again setting an attendance record for the Annual Meeting. Below is a list of sponsorship opportunities at this year&#39;s conference.</p><p><br></p><p><strong>Questions?</strong> Contact Chris Arthur at <a href=""mailto:chris.kalavsky@nboa.org"" target=""_blank""><strong><u>chris.</u></strong></a><strong><u>arthur@mailinator.com&nbsp;</u></strong>or call 202-407-7146.</p><p><br></p><h2><strong>Levels and Offerings</strong></h2><h3><br></h3><h3><strong>Gold&nbsp;$10,000</strong></h3><ul><li>2020 Annual Meeting Mobile App</li><li>First-Time Attendee Reception (held prior to Opening Reception)</li><li>Annual Meeting Lanyard</li><li>Annual Meeting Giveaway</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udeQAA"" target=""_blank"">Click here&nbsp;</a>to Purchase</p><p><br></p><h3><strong>Silver&nbsp;$6,000</strong></h3><ul><li>Annual Meeting Hotel Key Card</li><li>Charging Stations</li><li>Wi-Fi*</li><li>Session Tracks</li><li><em>Net Assets</em> Photo Booth</li><li>Headshot Booth</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udfQAA"" target=""_blank"">Click here</a> to Purchase</p><p><br></p><h3><strong>Bronze&nbsp;$4,000</strong></h3><ul><li>Breakfast (limited quantities)</li><li>AM/PM Break (limited quantities)</li><li>Fun Run</li><li>Yoga</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udgQAA"" target=""_blank"">Click here</a> to Purchase</p>",a254W000002JWuLQAW
a244W000006mRmAQAU,EPC-0000958,LTE:EventCustomHTML,{},a254W000002JWuMQAW,1,,"<p><strong>World Renowned Event</strong></p><p>There is no better place for professional development than the Annual Symposium. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p><p><br></p><p><strong>Fresh Perspectives</strong></p><p>Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>",a254W000002JWuMQAW
a244W000006mRmBQAU,EPC-0000959,LTE:FeaturedEventSpeakers,{},a254W000002JWuMQAW,2,,,a254W000002JWuMQAW
a244W000006mRmCQAU,EPC-0000960,LTE:EventAgenda,{},a254W000002JWuNQAW,1,,,a254W000002JWuNQAW
a244W000006mRmDQAU,EPC-0000961,LTE:EventPrimaryVenue,{},a254W000002JWuOQAW,1,,,a254W000002JWuOQAW
a244W000006mRmEQAU,EPC-0000962,LTE:EventSecondaryVenues,{},a254W000002JWuOQAW,2,,,a254W000002JWuOQAW
a244W000006mRmFQAU,EPC-0000963,LTE:EventVenueMap,{},a254W000002JWuOQAW,3,,,a254W000002JWuOQAW
a244W000006mRmGQAU,EPC-0000964,LTE:EventSpeakers,{},a254W000002JWuPQAW,1,,,a254W000002JWuPQAW
a244W000006mRmHQAU,EPC-0000965,LTE:FeaturedEventSponsors,{},a254W000002JWuQQAW,1,,,a254W000002JWuQQAW
