Id,Name,OrderApi__Transaction__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Credit__c,OrderApi__Date__c,OrderApi__Debit__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Line__c,OrderApi__Invoice__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Memo__c,OrderApi__Receipt_Line__c,OrderApi__Receipt__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__EPayment_Line__c,OrderApi__Sales_Order__c,OrderApi__Transaction__r.Id,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice_Line__r.Id,OrderApi__Invoice__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Item__r.Id,OrderApi__Receipt_Line__r.Id,OrderApi__Receipt__r.Id,OrderApi__Sales_Order_Line__r.Id,OrderApi__Subscription_Line__r.Id,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.Id,OrderApi__EPayment_Line__r.Id,OrderApi__Sales_Order__r.Id
a1U4W000009M3b5UAC,0000009110,a1V4W00000FrBEnUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEnUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3b6UAC,0000009111,a1V4W00000FrBEoUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-05-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEoUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3b7UAC,0000009112,a1V4W00000FrBEoUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEoUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3b8UAC,0000009113,a1V4W00000FrBEpUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-06-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEpUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3b9UAC,0000009114,a1V4W00000FrBEpUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEpUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bAUAS,0000009115,a1V4W00000FrBEqUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-07-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEqUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bBUAS,0000009116,a1V4W00000FrBEqUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEqUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bCUAS,0000009117,a1V4W00000FrBErUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-08-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBErUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bDUAS,0000009118,a1V4W00000FrBErUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBErUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bEUAS,0000009119,a1V4W00000FrBEsUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-09-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEsUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bFUAS,0000009120,a1V4W00000FrBEsUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEsUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bGUAS,0000009121,a1V4W00000FrBEtUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-10-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEtUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bHUAS,0000009122,a1V4W00000FrBEtUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEtUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bIUAS,0000009123,a1V4W00000FrBEuUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-11-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEuUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bJUAS,0000009124,a1V4W00000FrBEuUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEuUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bKUAS,0000009125,a1V4W00000FrBEvUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-12-31,46.27,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEvUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bLUAS,0000009126,a1V4W00000FrBEvUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.27,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEvUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkuQAB,a124W00000MTdeJQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bMUAS,0000009127,a1V4W00000FrBEwUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-04-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEwUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bNUAS,0000009128,a1V4W00000FrBEwUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEwUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bOUAS,0000009129,a1V4W00000FrBExUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-05-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBExUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bPUAS,0000009130,a1V4W00000FrBExUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBExUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bQUAS,0000009131,a1V4W00000FrBEyUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-06-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEyUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bRUAS,0000009132,a1V4W00000FrBEyUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEyUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bSUAS,0000009133,a1V4W00000FrBEzUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-07-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEzUAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bTUAS,0000009134,a1V4W00000FrBEzUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBEzUAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bUUAS,0000009135,a1V4W00000FrBF0UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-08-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF0UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bVUAS,0000009136,a1V4W00000FrBF0UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF0UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bWUAS,0000009137,a1V4W00000FrBF1UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-09-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF1UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bXUAS,0000009138,a1V4W00000FrBF1UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF1UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bYUAS,0000009139,a1V4W00000FrBF2UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-10-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF2UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bZUAS,0000009140,a1V4W00000FrBF2UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF2UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3baUAC,0000009141,a1V4W00000FrBF3UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-11-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF3UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bbUAC,0000009142,a1V4W00000FrBF3UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF3UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bcUAC,0000009143,a1V4W00000FrBF4UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-12-31,46.27,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF4UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bdUAC,0000009144,a1V4W00000FrBF4UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.27,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF4UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3beUAC,0000009145,a1V4W00000FrBF5UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-04-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF5UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bfUAC,0000009146,a1V4W00000FrBF5UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF5UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bgUAC,0000009147,a1V4W00000FrBF6UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-05-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF6UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bhUAC,0000009148,a1V4W00000FrBF6UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF6UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3biUAC,0000009149,a1V4W00000FrBF7UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-06-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF7UAN,FON-International Association,a104W00000G3d1aQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
a1U4W000009M3bjUAC,0000009150,a1V4W00000FrBF7UAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,a1V4W00000FrBF7UAN,FON-International Association,a104W00000G3d1eQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,,
