Id,EventApi__Event__c,EventApi__Event_Category__c,Name,EventApi__Item__c,EventApi__Adjustment_Account__c,EventApi__Allow_Conflicts__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Capacity__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Disable_Registration__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Duration__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Waitlist__c,EventApi__End_Date_Time__c,EventApi__End_Date__c,EventApi__End_Time__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Automatically_Added__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__Room__c,EventApi__SKU__c,EventApi__Session_End_Time__c,EventApi__Session_Start_Time__c,EventApi__Start_Date_Time__c,EventApi__Start_Date__c,EventApi__Start_Time__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Name__c,EventApi__AR_Account__c,EventApi__Hide_During_Registration__c,EventApi__Invoice_Payment_Priority__c,EventApi__Required_for_Registration__c,EventApi__Event__r.Id,EventApi__Event_Category__r.Id,EventApi__Item__r.Id,EventApi__Adjustment_Account__r.Id,EventApi__Business_Group__r.Name,EventApi__Deferred_Revenue_Account__r.Id,EventApi__Discount_Account__r.Id,EventApi__Form__r.Id,EventApi__Income_Account__r.Id,EventApi__Item_Class__r.Id,EventApi__Refund_Account__r.Id,EventApi__Room__r.Id,EventApi__Tax_Class__r.Id,EventApi__AR_Account__r.Id
a1d4W00000jHX5EQAW,,a1X4W00000QcL5IUAV,Leadership Workshop,a154W00000926aPQAQ,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000G3d1EQAR,Leadership Workshop,01:00,false,false,true,2026-08-12T22:00:00.000+0000,2026-08-12,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIOQA4,,,25,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,5:00 PM,4:00 PM,2026-08-12T21:00:00.000+0000,2026-08-12,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926aPQAQ,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIOQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5FQAW,,a1X4W00000QcL5IUAV,Luncheon,a154W00000926aQQAQ,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000G3d1EQAR,Luncheon,01:15,false,false,false,2026-08-13T18:15:00.000+0000,2026-08-13,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIOQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,1:15 PM,12:00 PM,2026-08-13T17:00:00.000+0000,2026-08-13,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926aQQAQ,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIOQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5GQAW,,a1X4W00000QcL5IUAV,Round Table Discussion I,a154W00000926aRQAQ,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000G3d1EQAR,Round Table Discussion I,01:30,false,false,true,2026-08-12T20:30:00.000+0000,2026-08-12,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIOQA4,,,,1000,1000,0,a104W00000G3d1HQAR,false,false,,,,,,3:30 PM,2:00 PM,2026-08-12T19:00:00.000+0000,2026-08-12,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926aRQAQ,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIOQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5HQAW,,a1X4W00000QcL5IUAV,Round Table Discussion II,a154W00000926aSQAQ,a104W00000G3d2HQAR,false,,a0o4W00000M5SknQAF,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a104W00000G3d1EQAR,Round Table Discussion II,01:15,false,false,true,2026-08-13T21:15:00.000+0000,2026-08-13,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIOQA4,,,,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,4:15 PM,3:00 PM,2026-08-13T20:00:00.000+0000,2026-08-13,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926aSQAQ,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIOQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5IQAW,,a1X4W00000QcL5IUAV,Welcome Breakfast,a154W00000926aTQAQ,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a104W00000G3d1EQAR,Welcome Breakfast,01:00,false,false,false,2026-08-12T16:00:00.000+0000,2026-08-12,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIOQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2026-08-12T15:00:00.000+0000,2026-08-12,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926aTQAQ,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIOQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5JQAW,,a1X4W00000QcL5IUAV,The Spelling Bee!,a154W00000926abQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Join Rona, Mitch, Olive, William, Logainne, Marcy, Leaf, and Carlito match wits. Vice Principal Douglas Panch returns to judge after a five-year hiatus!</p>",false,a104W00000G3d1EQAR,The Spelling Bee!,03:00,false,false,false,2022-02-03T20:00:00.000+0000,2022-02-03,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,true,false,false,false,false,a134W000009DZIQQA4,,,,500,500,0,a104W00000G3d1HQAR,false,false,,,,,,3:00 PM,12:00 PM,2022-02-03T17:00:00.000+0000,2022-02-03,: PM,,25th Annual Putnam County Spelling Bee,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926abQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIQQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX30QAG,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,Conferece Check In,a154W00000926WpQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Please check in when you arrive at the symposium.</p>,true,a104W00000G3d1EQAR,Conference Check In,03:00,false,false,false,2025-08-13T19:00:00.000+0000,2025-08-13,3:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIyQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,9:00 AM,2025-08-13T16:00:00.000+0000,2025-08-13,12:00 PM,,CLONED 2,CLONED 2,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,a154W00000926WpQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIyQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX31QAG,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,Keynote Speech,a154W00000926WqQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a104W00000G3d1EQAR,Keynote Speech,01:00,false,false,false,2025-08-13T19:00:00.000+0000,2025-08-13,3:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIyQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,11:00 AM,2025-08-13T18:00:00.000+0000,2025-08-13,2:00 PM,,CLONED 2,CLONED 2,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,a154W00000926WqQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIyQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX32QAG,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,Leadership Workshop,a154W00000926WrQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000G3d1EQAR,Leadership Workshop,01:00,false,false,true,2025-08-14T00:00:00.000+0000,2025-08-13,8:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIyQAO,,,25,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,5:00 PM,4:00 PM,2025-08-13T23:00:00.000+0000,2025-08-13,7:00 PM,,CLONED 2,CLONED 2,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,a154W00000926WrQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIyQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX33QAG,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,Luncheon,a154W00000926WsQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a104W00000G3d1EQAR,Luncheon,01:15,false,false,false,2025-08-14T20:15:00.000+0000,2025-08-14,4:15 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIyQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,1:15 PM,12:00 PM,2025-08-14T19:00:00.000+0000,2025-08-14,3:00 PM,,CLONED 2,CLONED 2,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,a154W00000926WsQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIyQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX34QAG,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,Round Table Discussion I,a154W00000926WtQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a104W00000G3d1EQAR,Round Table Discussion I,01:30,false,false,true,2025-08-13T22:30:00.000+0000,2025-08-13,6:30 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIyQAO,,,,1000,1000,0,a104W00000G3d1HQAR,false,false,,,,,,3:30 PM,2:00 PM,2025-08-13T21:00:00.000+0000,2025-08-13,5:00 PM,,CLONED 2,CLONED 2,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,a154W00000926WtQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIyQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX35QAG,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,Round Table Discussion II,a154W00000926WuQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a104W00000G3d1EQAR,Round Table Discussion II,01:15,false,false,true,2025-08-14T23:15:00.000+0000,2025-08-14,7:15 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIyQAO,,,,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,4:15 PM,3:00 PM,2025-08-14T22:00:00.000+0000,2025-08-14,6:00 PM,,CLONED 2,CLONED 2,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,a154W00000926WuQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIyQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX36QAG,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,Welcome Breakfast,a154W00000926WvQAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a104W00000G3d1EQAR,Welcome Breakfast,01:00,false,false,false,2025-08-13T18:00:00.000+0000,2025-08-13,2:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIyQAO,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2025-08-13T17:00:00.000+0000,2025-08-13,1:00 PM,,CLONED 2,CLONED 2,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c2UAA,a1X4W00000QcL5IUAV,a154W00000926WvQAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIyQAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX37QAG,a1Y4W000002r0c3UAA,a1X4W00000QcL5IUAV,Advanced Discussion,a154W00000926X4QAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a104W00000G3d1EQAR,Advanced Discussion,02:00,false,false,true,2033-08-27T20:00:00.000+0000,2033-08-27,4:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZJ0QAO,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,1:00 PM,11:00 AM,2033-08-27T18:00:00.000+0000,2033-08-27,2:00 PM,,test clone speaker,test clone speaker,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c3UAA,a1X4W00000QcL5IUAV,a154W00000926X4QAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZJ0QAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX38QAG,a1Y4W000002r0c3UAA,a1X4W00000QcL5IUAV,Beginner Workshop,a154W00000926X5QAI,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a104W00000G3d1EQAR,Beginner Workshop,01:00,false,false,true,2033-08-27T18:00:00.000+0000,2033-08-27,2:00 PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZJ0QAO,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2033-08-27T17:00:00.000+0000,2033-08-27,1:00 PM,,test clone speaker,test clone speaker,a104W00000G3d1FQAR,false,,false,a1Y4W000002r0c3UAA,a1X4W00000QcL5IUAV,a154W00000926X5QAI,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZJ0QAO,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5KQAW,,a1X4W00000QcL5IUAV,The Spelling Bee!,a154W00000926adQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Join Rona, Mitch, Olive, William, Logainne, Marcy, Leaf, and Carlito match wits. Vice Principal Douglas Panch returns to judge after a five-year hiatus!</p>",false,a104W00000G3d1EQAR,The Spelling Bee!,03:00,false,false,false,2022-07-02T20:00:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIRQA4,,,,500,500,0,a104W00000G3d1HQAR,false,false,,,,,,3:00 PM,12:00 PM,2022-07-02T17:00:00.000+0000,2022-07-02,: PM,,newtest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926adQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIRQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5LQAW,,a1X4W00000QcL5IUAV,The Spelling Bee!,a154W00000926ahQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Join Rona, Mitch, Olive, William, Logainne, Marcy, Leaf, and Carlito match wits. Vice Principal Douglas Panch returns to judge after a five-year hiatus!</p>",false,a104W00000G3d1EQAR,The Spelling Bee!,03:00,false,false,false,2022-07-02T20:00:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZITQA4,,,,500,500,0,a104W00000G3d1HQAR,false,false,,,,,,3:00 PM,12:00 PM,2022-07-02T17:00:00.000+0000,2022-07-02,: PM,,pcsb2,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926ahQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZITQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5MQAW,,a1X4W00000QcL5IUAV,Advanced Discussion,a154W00000926alQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a104W00000G3d1EQAR,Advanced Discussion,02:00,false,false,true,2022-07-02T18:00:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIVQA4,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,1:00 PM,11:00 AM,2022-07-02T16:00:00.000+0000,2022-07-02,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926alQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIVQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5NQAW,,a1X4W00000QcL5IUAV,Beginner Workshop,a154W00000926amQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a104W00000G3d1EQAR,Beginner Workshop,01:00,false,false,true,2022-07-02T16:00:00.000+0000,2022-07-02,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIVQA4,,,25,5000,5000,0,a104W00000G3d1HQAR,false,false,,,,,,11:00 AM,10:00 AM,2022-07-02T15:00:00.000+0000,2022-07-02,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926amQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIVQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5OQAW,,a1X4W00000QcL5IUAV,Conference Check-In,a154W00000926anQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Please check-in when you arrive at the symposium.</p>,true,a104W00000G3d1EQAR,Conference Check-In,03:00,false,false,false,2022-07-01T17:00:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIVQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,9:00 AM,2022-07-01T14:00:00.000+0000,2022-07-01,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926anQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIVQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5PQAW,,a1X4W00000QcL5IUAV,Keynote Speech,a154W00000926aoQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,a104W00000G3d1EQAR,Keynote Speech,01:00,false,false,false,2022-07-01T17:00:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIVQA4,,,,7000,7000,0,a104W00000G3d1HQAR,false,false,,,,,,12:00 PM,11:00 AM,2022-07-01T16:00:00.000+0000,2022-07-01,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926aoQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIVQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
a1d4W00000jHX5QQAW,,a1X4W00000QcL5IUAV,Leadership Workshop,a154W00000926apQAA,a104W00000G3d2HQAR,true,,a0o4W00000M5SknQAF,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a104W00000G3d1EQAR,Leadership Workshop,01:00,false,false,true,2022-07-01T22:00:00.000+0000,2022-07-01,: PM,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a104W00000G3d1HQAR,,false,false,false,false,false,a134W000009DZIVQA4,,,25,4000,4000,0,a104W00000G3d1HQAR,false,false,,,,,,5:00 PM,4:00 PM,2022-07-01T21:00:00.000+0000,2022-07-01,: PM,,ctest,,a104W00000G3d1FQAR,false,,false,,a1X4W00000QcL5IUAV,a154W00000926apQAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIVQA4,a104W00000G3d1HQAR,,,a104W00000G3d1FQAR
