Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__EPayment__c,OrderApi__Activation_Date__c,OrderApi__Activity_Type__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__List_Price__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__EPayment_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Sales_Order__c,OrderApi__EPayment__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Name,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Name,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a0y4W00000VH21mQAD,false,0000000132,195,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL9bQAE,2019-07-09,Purchase,true,a0o4W00000MOvweQAD,2020-07-08,a104W00000FuSwjQAF,,true,false,a134W000008hIDHQA2,a154W000008mjp9QAA,150,VISA XXXX-XXXX-XXXX-1111 (Expires 12/2022),false,a1C4W000006w73gUAA,1,150,Success,a1R4W0000048ZSLUA2,a1S4W000003diwGUAQ,150,false,0,150,,0034W00002AU8T7QAL,,,,,,127,FON-International Association,1000 - Cash,,119,545,492,FON-1 Year Anniversary,95,,40,,,
a0y4W00000VH21nQAD,false,0000000133,196,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL9cQAE,2018-07-10,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDMQA2,a154W000008mjptQAA,5000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w742UAA,1,5000,Success,a1R4W0000048ZSKUA2,,5000,false,0,5000,,,,,,,,128,FON-International Association,1000 - Cash,,123,544,491,FON-1 Year Calendar,,,,,,
a0y4W00000VH21oQAD,false,0000000134,197,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL9dQAE,2018-07-12,Purchase,true,a0o4W00000MOvweQAD,2019-07-11,a104W00000FuSwjQAF,,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,45,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w73hUAA,1,25,Success,a1R4W0000048ZSLUA2,,25,false,0,25,,0034W00002AU8T6QAL,,,,,,129,FON-International Association,1000 - Cash,,119,514,487,FON-1 Year Anniversary,,,38,,,
a0y4W00000VH21pQAD,false,0000000135,198,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL9dQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDOQA2,a154W000008mjqlQAA,500,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w743UAA,1,500,Success,,,500,false,0,500,,0034W00002AU8T6QAL,,,,,,129,FON-International Association,1000 - Cash,,118,34,521,,,,38,,,
a0y4W00000VH21qQAD,false,0000000136,199,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL9eQAE,2019-01-01,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,true,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,45,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w73hUAA,1,25,Success,a1R4W0000048ZSPUA2,a1S4W000003div5UAA,25,false,0,25,,0034W00002AU8T8QAL,,,,,,130,FON-International Association,1000 - Cash,,119,514,487,FON-1 Year Calendar with Auto Send Proforma,22,,139,,,
a0y4W00000VH21rQAD,false,0000000137,200,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:48.000+0000,2020-09-24T07:28:48.000+0000,a0z4W00000hqL9fQAE,2018-07-13,Purchase,true,a0o4W00000MOvweQAD,2019-07-12,a104W00000FuSwjQAF,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,300,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2021),false,a1C4W000006w73FUAQ,1,300,Success,a1R4W0000048ZSLUA2,,300,false,0,300,,0034W00002AU8T6QAL,,,,,,131,FON-International Association,1000 - Cash,,119,546,493,FON-1 Year Anniversary,,,38,,,
a0y4W00000VH21sQAD,false,0000000138,201,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9gQAE,2018-07-13,Purchase,true,a0o4W00000MOvweQAD,2019-07-12,a104W00000FuSwjQAF,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,300,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2026),false,a1C4W000006w73FUAQ,1,300,Success,a1R4W0000048ZSLUA2,,300,false,0,300,,0034W00002AU8T6QAL,,,,,,132,FON-International Association,1000 - Cash,,119,546,493,FON-1 Year Anniversary,,,38,,,
a0y4W00000VH21tQAD,false,0000000139,202,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9hQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDLQA2,a154W000008mjpHQAQ,10000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2021),false,a1C4W000006w73iUAA,1,10000,Success,,,10000,false,0,10000,,0034W00002AU8T6QAL,,,,,,134,FON-International Association,1000 - Cash,,93,510,343,,,,38,,,
a0y4W00000VH21uQAD,false,0000000140,203,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9iQAE,2018-08-01,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,2500,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w73EUAQ,1,2500,Success,a1R4W0000048ZSKUA2,,2500,false,0,2500,,0034W00002AU8T6QAL,,,,,,161,FON-International Association,1000 - Cash,,123,543,490,FON-1 Year Calendar,,,38,,,
a0y4W00000VH21vQAD,false,0000000141,204,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9jQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,true,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,2500,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,,1,0,Success,a1R4W0000048ZSKUA2,,0,false,0,0,,0034W00002AU8T6QAL,,,,,,162,FON-International Association,1000 - Cash,,123,543,,FON-1 Year Calendar,,,38,,,
a0y4W00000VH21wQAD,false,0000000142,205,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9jQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,60,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w73eUAA,1,600,Success,a1R4W0000048ZSKUA2,,600,false,0,600,a0y4W00000VH21vQAD,0034W00002AU8T6QAL,,,,,,162,FON-International Association,1000 - Cash,,119,38,526,FON-1 Year Calendar,,204,38,,,
a0y4W00000VH21xQAD,false,0000000143,206,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9kQAE,2018-08-01,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,2500,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w73EUAQ,1,2500,Success,a1R4W0000048ZSKUA2,,2500,false,0,2500,,0034W00002AU8TAQA1,,,,,,163,FON-International Association,1000 - Cash,,123,543,490,FON-1 Year Calendar,,,33,,,
a0y4W00000VH21yQAD,false,0000000144,207,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9kQAE,2018-08-01,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,60,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w73eUAA,1,600,Success,a1R4W0000048ZSKUA2,,600,false,0,600,a0y4W00000VH21xQAD,0034W00002AU8TAQA1,,,,,,163,FON-International Association,1000 - Cash,,119,38,526,FON-1 Year Calendar,,206,33,,,
a0y4W00000VH21zQAD,false,0000000145,208,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9lQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,true,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,2500,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,,1,0,Success,a1R4W0000048ZSKUA2,a1S4W000003diwJUAQ,0,false,0,0,,0034W00002AU8TAQA1,,,,,,164,FON-International Association,1000 - Cash,,123,543,,FON-1 Year Calendar,98,,33,,,
a0y4W00000VH220QAD,false,0000000146,209,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9lQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,true,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,60,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73eUAA,1,600,Success,a1R4W0000048ZSKUA2,,600,false,0,600,a0y4W00000VH21zQAD,0034W00002AU8TAQA1,,,,,,164,FON-International Association,1000 - Cash,,119,38,526,FON-1 Year Calendar,,208,33,,,
a0y4W00000VH221QAD,false,0000000147,210,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9mQAE,2018-08-09,Authorization,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDMQA2,a154W000008mjptQAA,5000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w742UAA,1,5000,In-Progress  Pending,a1R4W0000048ZSKUA2,,5000,false,0,5000,,0034W00002AU8TAQA1,,,,,,165,FON-International Association,1000 - Cash,,123,544,491,FON-1 Year Calendar,,,33,,,
a0y4W00000VH222QAD,false,0000000148,211,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9nQAE,,Capture,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDMQA2,a154W000008mjptQAA,5000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),false,a1C4W000006w742UAA,1,5000,In-Progress  Pending,,,5000,false,0,5000,,0034W00002AU8TAQA1,,,,,,166,FON-International Association,1000 - Cash,,123,544,491,,,,33,,,
a0y4W00000VH229QAD,false,0000000149,212,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9tQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDUQA2,a154W000008mjpnQAA,100,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w744UAA,1,100,Success,,,100,false,0,100,,0034W00002AU8T6QAL,,,,,,167,FON-International Association,1000 - Cash,,91,294,318,,,,38,,,
a0y4W00000VH223QAD,false,0000000150,213,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9oQAE,,Purchase,true,a0o4W00000MOvweQAD,,,a124W00000LbEwZQAV,false,false,,,0,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),true,,1,150,Success,,,150,false,0,150,,0034W00002AU8SyQAL,,,,,,139,FON-International Association,,497,,,,,,,37,,,
a0y4W00000VH224QAD,false,0000000151,214,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9pQAE,,Purchase,true,a0o4W00000MOvweQAD,,,,false,false,,,0,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),true,,1,30,Success,,,30,false,0,30,,0034W00002AU8T6QAL,,,,,,140,FON-International Association,,,,,,,,,38,,,
a0y4W00000VH225QAD,false,0000000152,215,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9pQAE,,Purchase,true,a0o4W00000MOvweQAD,,,,false,false,,,0,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),true,,1,1,Success,,,1,false,0,1,,0034W00002AU8T6QAL,,,,,,140,FON-International Association,,,,,,,,,38,,,
a0y4W00000VH226QAD,false,0000000153,216,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9qQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDIQA2,a154W000008mjpQQAQ,995,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73LUAQ,1,995,Success,,,995,false,0,995,,0034W00002AU8T6QAL,,,,,,141,FON-International Association,1000 - Cash,,128,35,523,,,,38,,,
a0y4W00000VH227QAD,false,0000000154,217,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9rQAE,,Purchase,true,a0o4W00000MOvweQAD,,,a124W00000LbEwaQAF,false,false,,,0,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,,1,50,Success,,,50,false,0,50,,,,,,,,142,FON-International Association,,498,,,,,,,,,,
a0y4W00000VH228QAD,false,0000000155,218,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9sQAE,2018-08-14,Purchase,true,a0o4W00000MOvweQAD,2019-08-13,a104W00000FuSwjQAF,,false,false,a134W000008hIDHQA2,a154W000008mjp9QAA,150,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73gUAA,1,150,Success,a1R4W0000048ZSLUA2,,150,false,0,150,,,,,,,,143,FON-International Association,1000 - Cash,,119,545,492,FON-1 Year Anniversary,,,,,,
a0y4W00000VH22AQAT,false,0000000156,219,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9uQAE,2018-09-30,Authorization,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDMQA2,a154W000008mjptQAA,5000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w742UAA,1,5000,In-Progress  Pending,a1R4W0000048ZSKUA2,,5000,false,0,5000,,0034W00002AU8WKQA1,,,,,,133,FON-International Association,1000 - Cash,,123,544,491,FON-1 Year Calendar,,,47,,,
a0y4W00000VH22BQAT,false,0000000157,220,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9vQAE,2018-10-01,Purchase,true,a0o4W00000MOvweQAD,2019-09-30,a104W00000FuSwjQAF,,false,false,a134W000008hIDjQAM,a154W000008mjqmQAA,50,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2022),true,a1C4W000006w745UAA,1,4.17,Success,a1R4W0000048ZSQUA2,,4.17,false,0,4.17,,0034W00002AU8W5QAL,,,,,,144,FON-International Association,1000 - Cash,,120,30,494,FON-1 Year Anniversary with Installments,,,17,,,
a0y4W00000VH22CQAT,false,0000000158,221,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9wQAE,,Scheduled/Pending Payment,true,a0o4W00000MOvweQAD,,,,false,false,,,0,,true,,1,10,In-Progress  Pending,,,10,false,0,10,,0034W00002AU8T6QAL,,,,,,145,FON-International Association,,,,,,,,,38,,,
a0y4W00000VH22DQAT,false,0000000159,222,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9wQAE,,Scheduled/Pending Payment,true,a0o4W00000MOvweQAD,,,,false,false,,,0,,true,,1,55,In-Progress  Pending,,,55,false,0,55,,0034W00002AU8T6QAL,,,,,,145,FON-International Association,,,,,,,,,38,,,
a0y4W00000VH22EQAT,false,0000000160,223,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9xQAE,,Credit,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDMQA2,a154W000008mjptQAA,5000,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2020),true,a1C4W000006w742UAA,1,1000,Success,,,1000,false,0,1000,,0034W00002AU8TAQA1,,,,,,146,FON-International Association,1000 - Cash,,123,544,491,,,,33,,,
a0y4W00000VH22FQAT,false,0000000161,224,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9yQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpqQAA,3,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73lUAA,1,3,Success,,,3,false,0,3,,0034W00002AU8WMQA1,,,,,,147,FON-International Association,1000 - Cash,,116,482,479,,,,144,,,
a0y4W00000VH22GQAT,false,0000000162,225,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9yQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDOQA2,a154W000008mjqnQAA,0,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),true,,1,25,Success,,,25,false,0,25,,0034W00002AU8WMQA1,,,,,,147,FON-International Association,1000 - Cash,,118,272,,,,,144,,,
a0y4W00000VH22HQAT,false,0000000163,226,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9zQAE,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpqQAA,3,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73lUAA,1,3,Success,,,3,false,0,3,,0034W00002AU8WMQA1,,,,,,148,FON-International Association,1000 - Cash,,116,482,479,,,,144,,,
a0y4W00000VH22IQAT,false,0000000164,227,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqL9zQAE,,Purchase,true,a0o4W00000MOvwfQAD,,a104W00000FuSxoQAF,,false,false,a134W000008hIDkQAM,a154W000008mjqoQAA,0,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),true,,1,25,Success,,,25,false,0,25,,0034W00002AU8WMQA1,,,,,,148,FON-Foundation,4000-10 - FDN Dorothy Vaughan Scholarship Income,,84,73,,,,,144,,,
a0y4W00000VH22JQAT,false,0000000165,228,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA0QAM,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpmQAA,5,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73nUAA,1,5,Success,,,5,false,0,5,,0034W00002AU8WOQA1,,,,,,149,FON-International Association,1000 - Cash,,116,481,478,,,,146,,,
a0y4W00000VH22KQAT,false,0000000166,229,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA1QAM,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpwQAA,10,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w746UAA,1,10,Success,,,10,false,0,10,,0034W00002AU8WQQA1,,,,,,150,FON-International Association,1000 - Cash,,116,520,486,,,,149,,,
a0y4W00000VH22LQAT,false,0000000167,230,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA2QAM,,Credit,true,a0o4W00000MOvweQAD,,a104W00000FuSwmQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpwQAA,10,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),true,a1C4W000006w746UAA,1,2,Success,,,2,false,0,2,,0034W00002AU8WQQA1,,,,,,151,FON-International Association,4000 - Income,,116,520,486,,,,149,,,
a0y4W00000VH22MQAT,false,0000000168,231,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA3QAM,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxqQAF,,false,false,a134W000008hIDDQA2,a154W000008mjpwQAA,10,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2025),false,a1C4W000006w746UAA,1,10,Success,,,10,false,0,10,,0034W00002AU8T3QAL,,,,,,152,FON-International Association,4100 Merchandise Income,,116,520,486,,,,147,,,
a0y4W00000VH22NQAT,false,0000000169,232,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA4QAM,,Scheduled/Pending Payment,true,a0o4W00000MOvweQAD,,,a124W00000LbEx7QAF,false,false,,,0,,true,,1,10,In-Progress  Pending,,,10,false,0,10,,0034W00002AU8T3QAL,,,,,,153,FON-International Association,,37,,,,,,,147,,,
a0y4W00000VH22OQAT,false,0000000170,233,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA4QAM,,Scheduled/Pending Payment,true,a0o4W00000MOvweQAD,,,a124W00000LbEx8QAF,false,false,,,0,,true,,1,3,In-Progress  Pending,,,3,false,0,3,,0034W00002AU8T3QAL,,,,,,153,FON-International Association,,38,,,,,,,147,,,
a0y4W00000VH22PQAT,false,0000000171,234,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA5QAM,,Scheduled/Pending Payment,true,a0o4W00000MOvweQAD,,,a124W00000LbEx7QAF,false,false,,,0,,true,,1,4,In-Progress  Pending,,,4,false,0,4,,0034W00002AU8T3QAL,,,,,,154,FON-International Association,,37,,,,,,,147,,,
a0y4W00000VH22QQAT,false,0000000172,235,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA6QAM,,Scheduled/Pending Payment,true,a0o4W00000MOvweQAD,,,a124W00000LbEx7QAF,false,false,,,0,,true,,1,10,In-Progress  Pending,,,10,false,0,10,,0034W00002AU8T3QAL,,,,,,155,FON-International Association,,37,,,,,,,147,,,
a0y4W00000VH22RQAT,false,0000000173,236,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA7QAM,2018-10-30,Purchase,true,a0o4W00000MOvweQAD,2019-10-29,a104W00000FuSwjQAF,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,300,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2023),true,a1C4W000006w73FUAQ,1,25,Success,a1R4W0000048ZSQUA2,,25,false,0,25,,0034W00002AU8WSQA1,,,,,,156,FON-International Association,1000 - Cash,,119,546,493,FON-1 Year Anniversary with Installments,,,151,,,
a0y4W00000VH22SQAT,false,0000000174,237,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA8QAM,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxCQAV,,false,false,a134W000008hIDUQA2,a154W000008mjqaQAA,200,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w747UAA,1,200,Success,,,200,false,0,200,,,,,,,,157,FON-International Association,4400 - Event Income,,91,295,319,,,,,,,
a0y4W00000VH22TQAT,false,0000000175,238,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLA9QAM,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSwjQAF,,false,false,a134W000008hIDPQA2,a154W000008mjpPQAQ,100,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73MUAQ,1,100,Success,,,100,false,0,100,,0034W00002AU8T6QAL,,,,,,158,FON-International Association,1000 - Cash,,121,516,489,,,,38,,,
a0y4W00000VH22UQAT,false,0000000176,239,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLAAQA2,2018-11-21,Purchase,true,a0o4W00000MOvweQAD,2019-11-20,a104W00000FuSxAQAV,,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,45,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73aUAA,1,25,Success,a1R4W0000048ZSLUA2,,25,false,0,25,,0034W00002AU8TTQA1,,,,,,159,FON-International Association,4200 - Individual Membership Income,,119,514,536,FON-1 Year Anniversary,,,156,,,
a0y4W00000VH22VQAT,false,0000000177,240,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:51.000+0000,2020-09-24T07:28:51.000+0000,a0z4W00000hqLAAQA2,,Purchase,true,a0o4W00000MOvweQAD,,a104W00000FuSxDQAV,,false,false,a134W000008hIDOQA2,a154W000008mjpiQAA,50,VISA XXXX-XXXX-XXXX-1111 (Expires 1/2019),false,a1C4W000006w73bUAA,1,50,Success,,,50,false,0,50,,0034W00002AU8TTQA1,,,,,,159,FON-International Association,4500 - Merchandise Income,,118,31,518,,,,156,,,
