Id,IsDeleted,Name,CreatedDate,LastModifiedDate,SystemModstamp,External_Id__c,EventApi__Adjustment_Account__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Available_Inventory__c,EventApi__Early_Bird_End_Date__c,EventApi__Early_Bird_Price__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Early_Bird_Price__c,EventApi__Enable_Onsite_Price__c,EventApi__Enable_Waitlist__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Inventory_Status__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Published__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Item_Cost__c,EventApi__Item__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Maximum_Sales_Quantity__c,EventApi__Min_Sales_Quantity__c,EventApi__Minimum_Sales_Quantity__c,EventApi__Onsite_Price__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Require_Minimum_Quantity__c,EventApi__Restrict_Maximum_Sales_Quantity__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,EventApi__UOM__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Duration_Text__c,ROEApi__Event_Name__c,EventApi__Enable_Refund_Request__c,EventApi__Group_Type__c,EventApi__Is_Group_Ticket_Type__c,EventApi__Refund_Request_Policy__c,EventApi__Ticket_Block__c,EventApi__Ticket_Information__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,EventApi__Manage_Agenda_by_Ticket_Type__c,LastViewedDate,LastReferencedDate,EventApi__Adjustment_Account__r.Name,EventApi__Deferred_Revenue_Account__r.Name,EventApi__Discount_Account__r.Name,EventApi__Form__r.Name,EventApi__Income_Account__r.Name,EventApi__Item_Class__r.External_Id__c,EventApi__Item__r.External_Id__c,EventApi__Refund_Account__r.Name,EventApi__Tax_Class__r.External_Id__c,EventApi__Ticket_Block__r.Name,EventApi__AR_Account__r.Name
a1j4W00000RiPlRQAV,false,VIP Registration,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,56,a104W00000FuSxmQAF,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICWQA2,,a154W000008mjmxQAA,,,,,,0,200,3000,3000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,TEST with Vishal,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,37,258,4000 - Income,,,
a1j4W00000RiPlSQAV,false,Full Conference Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,57,a104W00000FuSxmQAF,,false,,,"Access all areas of the event including all sessions, and exhibits.",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICZQA2,,a154W000008mjnAQAQ,,,,,,0,100,4000,4000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,Test 2,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p><p><br></p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p><p><br></p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,40,316,4000 - Income,,,
a1j4W00000RiPlTQAV,false,VIP Registration,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,58,a104W00000FuSxmQAF,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICZQA2,,a154W000008mjnBQAQ,,,,,,0,200,3000,3000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,Test 2,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,40,317,4000 - Income,,,
a1j4W00000RiPlUQAV,false,Full Conference Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,59,a104W00000FuSxmQAF,,false,,,"Access all areas of the event including all sessions, and exhibits.",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICcQAM,,a154W000008mjnOQAQ,,,,,,0,100,4000,4000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,TEST with Vishal 2,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p><p><br></p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p><p><br></p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,43,359,4000 - Income,,,
a1j4W00000RiPlVQAV,false,VIP Registration,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,60,a104W00000FuSxmQAF,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICcQAM,,a154W000008mjnPQAQ,,,,,,0,200,3000,3000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,TEST with Vishal 2,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,43,360,4000 - Income,,,
a1j4W00000RiPlWQAV,false,Full Conference Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,61,a104W00000FuSxmQAF,,false,,,"Access all areas of the event including all sessions, and exhibits.",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICfQAM,,a154W000008mjncQAA,,,,,,0,100,4000,4000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,test2,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p><p><br></p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p><p><br></p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,46,427,4000 - Income,,,
a1j4W00000RiPlXQAV,false,VIP Registration,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,62,a104W00000FuSxmQAF,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICfQAM,,a154W000008mjndQAA,,,,,,0,200,3000,3000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,test2,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,46,428,4000 - Income,,,
a1j4W00000RiPlYQAV,false,Full Conference Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,63,a104W00000FuSxmQAF,,false,,,Access all areas of the event including all sessions and exhibits.,a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICiQAM,,a154W000008mjnqQAA,,,,,,0,100,4000,4000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,ctest,,,true,,false,,,<p>Access all areas of the event including all sessions and exhibits.</p>,,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,49,468,4000 - Income,,,
a1j4W00000RiPlZQAV,false,VIP Registration,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,64,a104W00000FuSxmQAF,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICiQAM,,a154W000008mjnrQAA,,,,,,,200,3000,3000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,ctest,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,49,469,4000 - Income,,,
a1j4W00000RiPlaQAF,false,Full Conference Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,65,a104W00000FuSxmQAF,,false,,,Access all areas of the event including all sessions and exhibits.,a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hIClQAM,,a154W000008mjo4QAA,,,,,,0,100,4000,4000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,ctest,,,true,,false,,,<p>Access all areas of the event including all sessions and exhibits.</p>,,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,52,533,4000 - Income,,,
a1j4W00000RiPlbQAF,false,VIP Registration,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,66,a104W00000FuSxmQAF,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hIClQAM,,a154W000008mjo5QAA,,,,,,,200,3000,3000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,ctest,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,52,10,4000 - Income,,,
a1j4W00000RiPlcQAF,false,Full Bee Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,67,a104W00000FuSxmQAF,,false,,,Access all areas of the event including all exhibits and the main event.,a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICoQAM,,a154W000008mjoLQAQ,,,,,,0,100,300,300,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,25th Annual Putnam County Spelling Bee,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,<p>Access all areas of the event including all exhibits and the main event.</p>,,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,55,58,4000 - Income,,,
a1j4W00000RiPldQAF,false,Full Bee Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,68,a104W00000FuSxmQAF,,false,,,Access all areas of the event including all exhibits and the main event.,a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICqQAM,,a154W000008mjoNQAQ,,,,,,0,100,300,300,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,newtest,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,<p>Access all areas of the event including all exhibits and the main event.</p>,,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,57,60,4000 - Income,,,
a1j4W00000RiPleQAF,false,Full Bee Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,69,a104W00000FuSxmQAF,,false,,,Access all areas of the event including all exhibits and the main event.,a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICtQAM,,a154W000008mjoPQAQ,,,,,,0,100,300,300,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,pcsb2,,,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,<p>Access all areas of the event including all exhibits and the main event.</p>,,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,60,94,4000 - Income,,,
a1j4W00000RiPlfQAF,false,Full Conference Pass,2020-08-28T02:16:22.000+0000,2020-09-24T07:27:55.000+0000,2020-09-24T07:27:55.000+0000,70,a104W00000FuSxmQAF,,false,,,Access all areas of the event including all sessions and exhibits.,a104W00000FuSx7QAF,true,,,false,true,false,false,true,,a0S4W00000WTI2bUAH,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a104W00000FuSwmQAF,,In-stock,true,false,true,false,false,a134W000008hICwQAM,,a154W000008mjoRQAQ,,,,,,0,100,4000,4000,0,a104W00000FuSwmQAF,false,false,false,false,,,,,,Registration,ctest,,,true,,false,,,<p>Access all areas of the event including all sessions and exhibits.</p>,,,false,,,6100 - Adjustments,,6000 - Expenses,FON-Lightning Events Registration Form,4000 - Income,63,92,4000 - Income,,,
