Id,OrderApi__Receipt_Line__c,OrderApi__Term__c,Name,External_Id__c,OrderApi__Subscription__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Invoice_Line__c,OrderApi__Invoiced_Date__c,OrderApi__Is_Amendment__c,OrderApi__Is_Invoiced__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subtotal__c,OrderApi__Total__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Term__r.External_Id__c,OrderApi__Subscription__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Line__r.External_Id__c
a1Q4W000003fqVLUAY,,a1H4W00000BB52tUAD,000000347,169,a1S4W000004D1RLUA0,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,true,a1C4W00000845KmUAI,1,12,,a1Q4W000003fqVJUAY,12,12,true,,158,15,,155,700,545,,167
a1Q4W000003fqVMUAY,,a1H4W00000BB52uUAD,000000349,170,a1S4W000004D1TcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZkFUAX,,300,300,false,,159,99,,155,651,476,1019,
a1Q4W000003fqVlUAI,,a1H4W00000BB53FUAT,000000375,171,a1S4W000004D1RWUA0,2020-02-06,0,10,10,,,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,a1C4W00000845KMUAY,1,2291.67,a1I4W00000HFZldUAH,,2291.67,2291.67,false,,129,19,,159,648,473,2001,
a1Q4W000003fqVmUAI,,a1H4W00000BB53GUAT,000000376,172,a1S4W000004D1RXUA0,2020-02-10,1,10,9,,,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,a1C4W00000845KMUAY,1,2291.67,a1I4W00000HFZleUAH,,2291.67,2291.67,false,,130,20,,159,648,473,2002,
a1Q4W000003fqVnUAI,,a1H4W00000BB53HUAT,000000377,173,a1S4W000004D1RYUA0,2020-02-21,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFZlnUAH,,45,45,false,,131,21,,155,609,470,2011,
a1Q4W000003fqVoUAI,,a1H4W00000BB53IUAT,000000379,174,a1S4W000004D1RZUA0,2020-03-06,2,10,8,,,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,a1C4W00000845KMUAY,1,2083.33,a1I4W00000HFZltUAH,,2083.33,2083.33,false,,132,22,,159,648,473,4,
a1Q4W000003fqVpUAI,,a1H4W00000BB53JUAT,000000380,175,a1S4W000004D1RbUAK,2020-03-30,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFZmJUAX,,900,900,false,,133,23,,155,96,613,243,
a1Q4W000003fqVqUAI,,a1H4W00000BB53JUAT,000000381,176,a1S4W000004D1RbUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,true,a1C4W00000845KmUAI,1,50,a1I4W00000HFZmKUAX,a1Q4W000003fqVpUAI,50,50,true,,133,23,,155,700,545,244,175
a1Q4W000003fqVrUAI,,a1H4W00000BB53KUAT,000000382,177,a1S4W000004D1RaUAK,2020-03-30,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFZmLUAX,,900,900,false,,134,24,,155,96,613,245,
a1Q4W000003fqVsUAI,,a1H4W00000BB53KUAT,000000383,178,a1S4W000004D1RaUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,60,a1I4W00000HFZmMUAX,a1Q4W000003fqVrUAI,60,60,true,,134,24,,155,700,545,246,177
a1Q4W000003fqVtUAI,,a1H4W00000BB53LUAT,000000384,179,a1S4W000004D1RdUAK,2020-03-30,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFZmNUAX,,900,900,false,,135,25,,155,96,613,247,
a1Q4W000003fqVuUAI,,a1H4W00000BB53LUAT,000000385,180,a1S4W000004D1RdUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,60,a1I4W00000HFZmOUAX,a1Q4W000003fqVtUAI,60,60,true,,135,25,,155,700,545,248,179
a1Q4W000003fqVvUAI,,a1H4W00000BB53LUAT,000000386,181,a1S4W000004D1RdUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KnUAI,1,40,a1I4W00000HFZmPUAX,a1Q4W000003fqVtUAI,40,40,false,,135,25,,155,701,718,249,179
a1Q4W000003fqVwUAI,,a1H4W00000BB53MUAT,000000387,182,a1S4W000004D1ReUAK,2020-03-30,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFZmQUAX,,900,900,false,,136,26,,155,96,613,250,
a1Q4W000003fqVxUAI,,a1H4W00000BB53MUAT,000000388,183,a1S4W000004D1ReUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,60,a1I4W00000HFZmRUAX,a1Q4W000003fqVwUAI,60,60,true,,136,26,,155,700,545,251,182
a1Q4W000003fqVyUAI,,a1H4W00000BB53MUAT,000000389,184,a1S4W000004D1ReUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KnUAI,1,40,a1I4W00000HFZmSUAX,a1Q4W000003fqVwUAI,40,40,false,,136,26,,155,701,718,357,182
a1Q4W000003fqVzUAI,,a1H4W00000BB53MUAT,000000390,185,a1S4W000004D1ReUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,false,a1C4W00000845KoUAI,1,150,a1I4W00000HFZmTUAX,a1Q4W000003fqVwUAI,150,150,false,,136,26,,155,650,475,358,182
a1Q4W000003fqW0UAI,,a1H4W00000BB53MUAT,000000391,186,a1S4W000004D1ReUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,false,a1C4W00000845KNUAY,1,300,a1I4W00000HFZmVUAX,a1Q4W000003fqVwUAI,300,300,false,,136,26,,155,651,476,360,182
a1Q4W000003fqW1UAI,,a1H4W00000BB53MUAT,000000392,187,a1S4W000004D1ReUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFZmYUAX,a1Q4W000003fqVwUAI,45,45,false,,136,26,,155,609,470,363,182
a1Q4W000003fqW2UAI,,a1H4W00000BB53NUAT,000000393,188,a1S4W000004D1RcUAK,2020-03-30,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFZmZUAX,,900,900,false,,137,27,,155,96,613,364,
a1Q4W000003fqW3UAI,,a1H4W00000BB53NUAT,000000394,189,a1S4W000004D1RcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,60,a1I4W00000HFZmaUAH,a1Q4W000003fqW2UAI,60,60,true,,137,27,,155,700,545,365,188
a1Q4W000003fqW4UAI,,a1H4W00000BB53NUAT,000000395,190,a1S4W000004D1RcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFZmWUAX,a1Q4W000003fqW2UAI,900,900,false,,137,27,,155,96,613,361,188
a1Q4W000003fqW5UAI,,a1H4W00000BB53NUAT,000000396,191,a1S4W000004D1RcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KnUAI,1,40,a1I4W00000HFZmeUAH,a1Q4W000003fqW2UAI,40,40,false,,137,27,,155,701,718,476,188
a1Q4W000003fqW6UAI,,a1H4W00000BB53NUAT,000000397,192,a1S4W000004D1RcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,false,a1C4W00000845KoUAI,1,150,a1I4W00000HFZmUUAX,a1Q4W000003fqW2UAI,150,150,false,,137,27,,155,650,475,359,188
a1Q4W000003fqW7UAI,,a1H4W00000BB53NUAT,000000398,193,a1S4W000004D1RcUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFZmgUAH,a1Q4W000003fqW2UAI,45,45,false,,137,27,,155,609,470,478,188
a1Q4W000003fqWvUAI,,a1H4W00000BB55eUAD,000000202,194,a1S4W000004D1ScUAK,2015-02-24,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,73,122,,155,609,,,
a1Q4W000003fqWwUAI,,a1H4W00000BB54VUAT,000000203,195,a1S4W000004D1SdUAK,2013-11-01,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,2,123,,159,648,,,
a1Q4W000003fqWxUAI,,a1H4W00000BB54WUAT,000000204,196,a1S4W000004D1SeUAK,2014-08-10,1,14,13,,,true,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,true,,1,0,,,0,0,false,,3,124,,159,649,,,
a1Q4W000003fqWyUAI,,a1H4W00000BB54XUAT,000000205,197,a1S4W000004D1SfUAK,2014-08-03,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,4,125,,155,609,,,
a1Q4W000003fqWzUAI,,a1H4W00000BB54YUAT,000000206,198,a1S4W000004D1SgUAK,2016-01-20,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,150,,,150,150,false,,5,126,,155,651,,,
a1Q4W000003fqX0UAI,,a1H4W00000BB54ZUAT,000000207,199,a1S4W000004D1ShUAK,2015-06-20,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,25,,,25,25,false,,6,66,,155,651,,,
a1Q4W000003fqX1UAI,,a1H4W00000BB54aUAD,000000208,200,a1S4W000004D1SiUAK,2014-02-17,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,7,67,,159,648,,,
a1Q4W000003fqX2UAI,,a1H4W00000BB54bUAD,000000209,201,a1S4W000004D1SjUAK,2015-04-06,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,8,68,,159,648,,,
a1Q4W000003fqX3UAI,,a1H4W00000BB54cUAD,000000210,202,a1S4W000004D1SkUAK,2015-04-09,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,9,69,,155,609,,,
a1Q4W000003fqX4UAI,,a1H4W00000BB54dUAD,000000212,203,a1S4W000004D1SlUAK,2015-09-18,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,250,,,250,250,false,,10,70,,155,651,,,
a1Q4W000003fqX5UAI,,a1H4W00000BB54eUAD,000000213,204,a1S4W000004D1SmUAK,2015-10-06,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,11,71,,155,609,,,
a1Q4W000003fqX6UAI,,a1H4W00000BB54fUAD,000000214,205,a1S4W000004D1SnUAK,2016-03-09,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,50,,,50,50,false,,12,72,,155,650,,,
a1Q4W000003fqX7UAI,,a1H4W00000BB54gUAD,000000215,206,a1S4W000004D1SoUAK,2014-02-23,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,125,,,125,125,false,,13,73,,155,651,,,
a1Q4W000003fqX8UAI,,a1H4W00000BB54hUAD,000000216,207,a1S4W000004D1SpUAK,2014-05-02,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,25,,,25,25,false,,14,74,,155,650,,,
a1Q4W000003fqX9UAI,,a1H4W00000BB54iUAD,000000217,208,a1S4W000004D1SqUAK,2016-06-13,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,12.5,,,12.5,12.5,false,,15,75,,155,650,,,
a1Q4W000003fqXAUAY,,a1H4W00000BB54jUAD,000000218,209,a1S4W000004D1SrUAK,2016-03-03,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,100,,,100,100,false,,16,76,,155,651,,,
a1Q4W000003fqXBUAY,,a1H4W00000BB54kUAD,000000219,210,a1S4W000004D1SsUAK,2014-10-04,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,225,,,225,225,false,,17,77,,155,651,,,
a1Q4W000003fqXCUAY,,a1H4W00000BB54lUAD,000000220,211,a1S4W000004D1StUAK,2016-04-30,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,75,,,75,75,false,,18,127,,155,651,,,
a1Q4W000003fqXDUAY,,a1H4W00000BB54mUAD,000000221,212,a1S4W000004D1SuUAK,2015-01-25,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,75,,,75,75,false,,19,128,,155,650,,,
a1Q4W000003fqXEUAY,,a1H4W00000BB54nUAD,000000222,213,a1S4W000004D1SvUAK,2014-10-21,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,225,,,225,225,false,,20,129,,155,651,,,
a1Q4W000003fqXFUAY,,a1H4W00000BB54oUAD,000000223,214,a1S4W000004D1SwUAK,2015-05-01,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,50,,,50,50,false,,21,130,,155,651,,,
a1Q4W000003fqXGUAY,,a1H4W00000BB54pUAD,000000224,215,a1S4W000004D1SxUAK,2014-03-02,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,50,,,50,50,false,,22,131,,155,650,,,
a1Q4W000003fqXHUAY,,a1H4W00000BB54qUAD,000000225,216,a1S4W000004D1SyUAK,2013-08-26,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,23,132,,159,648,,,
a1Q4W000003fqXIUAY,,a1H4W00000BB54rUAD,000000226,217,a1S4W000004D1SzUAK,2013-01-26,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,24,133,,159,648,,,
a1Q4W000003fqXJUAY,,a1H4W00000BB54sUAD,000000227,218,a1S4W000004D1T0UAK,2013-07-20,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,300,,,300,300,false,,25,134,,155,651,,,
a1Q4W000003fqXKUAY,,a1H4W00000BB54tUAD,000000228,219,a1S4W000004D1T1UAK,2015-07-12,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,300,,,300,300,false,,26,135,,155,651,,,
