Id,OrderApi__Assignment__c,Name,External_Id__c,OrderApi__Account__c,OrderApi__Contact__c,OrderApi__Date__c,OrderApi__Description__c,OrderApi__Invoice__c,OrderApi__Is_Customer_Generated__c,OrderApi__Item__c,OrderApi__Payment_Method__c,OrderApi__Receipt_Line__c,OrderApi__Receipt__c,OrderApi__Sales_Order_Line__c,OrderApi__Sales_Order__c,OrderApi__Scheduled_Payment__c,OrderApi__Subscription_Line__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription_Upgrade_Item__c,OrderApi__Subscription__c,OrderApi__System_Message__c,OrderApi__Type__c,OrderApi__Assignment__r.External_Id__c,OrderApi__Account__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Payment_Method__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c,OrderApi__Scheduled_Payment__r.External_Id__c,OrderApi__Subscription_Line__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription_Upgrade_Item__r.External_Id__c,OrderApi__Subscription__r.External_Id__c
a164W000007nLh2QAE,a0j4W00000E3JqUQAV,000002167,565,,0034W00002Dpof1QAB,2019-05-03,"<a href=""/a164W000007nLh2"" target=""_blank""> </a>",,true,a154W00000926QvQAI,,,,a1I4W00000HFZkZUAX,a1J4W00000CgFp7UAF,,,,,a1S4W000004D1S5UAK,,Contact Unassigned,283,,144,,648,,,,1165,312,,,,,163
a164W000007nLh3QAE,a0j4W00000E3JqVQAV,000002168,566,,0034W00002Dpof2QAB,2019-05-03,"<a href=""/a164W000007nLh3"" target=""_blank""> </a>",,true,a154W00000926QvQAI,,,,a1I4W00000HFZkZUAX,a1J4W00000CgFp7UAF,,,,,a1S4W000004D1S5UAK,,Contact Unassigned,284,,145,,648,,,,1165,312,,,,,163
a164W000007nLh4QAE,a0j4W00000E3JqWQAV,000002169,567,,0034W00002Dpof3QAB,2019-05-03,"<a href=""/a164W000007nLh4"" target=""_blank""> </a>",,true,a154W00000926QvQAI,,,,a1I4W00000HFZkZUAX,a1J4W00000CgFp7UAF,,,,,a1S4W000004D1S5UAK,,Contact Unassigned,285,,146,,648,,,,1165,312,,,,,163
a164W000007nLh5QAE,a0j4W00000E3JqXQAV,000002170,568,,0034W00002Dpof4QAB,2019-05-03,"<a href=""/a164W000007nLh5"" target=""_blank""> </a>",,true,a154W00000926QvQAI,,,,a1I4W00000HFZkZUAX,a1J4W00000CgFp7UAF,,,,,a1S4W000004D1S5UAK,,Contact Unassigned,286,,147,,648,,,,1165,312,,,,,163
a164W000007nLh6QAE,,000002171,569,0014W000025FRkKQAW,0034W00002DpocXQAR,2019-11-05,"<a href=""/a164W000007nLh6"" target=""_blank"">Subscription Items Added - FON-Institutional Membership</a>",,true,a154W00000926QvQAI,a194W000009Mx8MQAS,,,a1I4W00000HFZrDUAX,a1J4W00000CgG7EUAV,,,a1R4W000004PyfNUAS,,a1S4W000004D1S5UAK,Subscription Items Added - FON-Institutional Membership,Subscription Items Added,,5,227,,648,8,,,592,1147,,,a1R4W000004PyfNUAS,,163
a164W000007nLh7QAE,,000002172,570,0014W000025FRkQQAW,0034W00002DpocbQAB,2019-11-05,"<a href=""/a164W000007nLh7"" target=""_blank"">Subscription Created (Active)</a>",,false,a154W00000926R6QAI,,,,,,,,a1R4W000004PyfOUAS,,a1S4W000004D1RMUA0,Subscription Created (Active),Subscription Created (Active),,92,6,,651,,,,,,,,a1R4W000004PyfOUAS,,1
a164W000007nLh8QAE,,000002173,571,0014W000025FRkQQAW,0034W00002DpocbQAB,2019-11-05,"<a href=""/a164W000007nLh8"" target=""_blank"">Subscription Created (Active)</a>",,false,a154W00000926R6QAI,,,,a1I4W00000HFZkaUAH,a1J4W00000CgFp9UAF,,,a1R4W000004PyfOUAS,,a1S4W000004D1RNUA0,Subscription Created (Active),Subscription Created (Active),,92,6,,651,,,,1166,362,,,a1R4W000004PyfOUAS,,2
a164W000007nLh9QAE,,000002174,572,0014W000025FRlSQAW,0034W00002Dpoe8QAB,2019-11-05,"<a href=""/a164W000007nLh9"" target=""_blank"">Subscription Created (Expired)</a>",,false,a154W00000926R6QAI,,,,a1I4W00000HFZkbUAH,a1J4W00000CgFpBUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1SDUA0,Subscription Created (Expired),Subscription Created (Expired),,94,7,,651,,,,1295,364,,,a1R4W000004PyfOUAS,,3
a164W000007nLhAQAU,,000002175,573,0014W000025FRkRQAW,0034W00002DpoccQAB,2019-11-05,"<a href=""/a164W000007nLhA"" target=""_blank"">Subscription Created (Expired)</a>",,false,a154W00000926R6QAI,,,,a1I4W00000HFZkcUAH,a1J4W00000CgFpCUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1SEUA0,Subscription Created (Expired),Subscription Created (Expired),,96,8,,651,,,,1296,365,,,a1R4W000004PyfOUAS,,4
a164W000007nLmLQAU,a0j4W00000E3JsHQAV,000001214,574,,0034W00002DpofKQAR,2018-04-22,"<a href=""/a164W000007nLmL"" target=""_blank"">Contact Assigned - Bess Weber (Default Attendee)</a>",,false,,,,,a1I4W00000HFZweUAH,a1J4W00000CgFyyUAF,,,,,,Contact Assigned - Bess Weber (Default Attendee),Contact Assigned,618,,100,,,,,,1223,278,,,,,
a164W000007nLmMQAU,a0j4W00000E3JsIQAV,000001215,575,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmM"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwfUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,619,,101,,,,,,1224,79,,,,,
a164W000007nLmNQAU,a0j4W00000E3JsJQAV,000001216,576,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmN"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwgUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,620,,101,,,,,,1225,79,,,,,
a164W000007nLmOQAU,a0j4W00000E3JsKQAV,000001217,577,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmO"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwhUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,1,,101,,,,,,1226,79,,,,,
a164W000007nLmPQAU,a0j4W00000E3JsLQAV,000001218,578,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmP"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwiUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,2,,101,,,,,,1227,79,,,,,
a164W000007nLmQQAU,a0j4W00000E3JsMQAV,000001219,579,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmQ"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwjUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,3,,101,,,,,,1228,79,,,,,
a164W000007nLmRQAU,a0j4W00000E3JsNQAV,000001220,580,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmR"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwkUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,4,,101,,,,,,1229,79,,,,,
a164W000007nLmSQAU,a0j4W00000E3JsOQAV,000001221,581,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmS"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,a154W00000926S1QAI,,,,a1I4W00000HFZwlUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,5,,101,,597,,,,1354,79,,,,,
a164W000007nLmTQAU,a0j4W00000E3JsPQAV,000001222,582,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmT"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,a154W00000926SBQAY,,,,a1I4W00000HFZwmUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,6,,101,,598,,,,1355,79,,,,,
a164W000007nLmUQAU,a0j4W00000E3JsQQAV,000001223,583,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmU"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,a154W00000926S8QAI,,,,a1I4W00000HFZwnUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,7,,101,,599,,,,1356,79,,,,,
a164W000007nLmVQAU,a0j4W00000E3JsRQAV,000001224,584,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmV"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,a154W00000926S6QAI,,,,a1I4W00000HFZwoUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,8,,101,,600,,,,1357,79,,,,,
a164W000007nLmWQAU,a0j4W00000E3JsSQAV,000001225,585,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmW"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,a154W00000926SDQAY,,,,a1I4W00000HFZwpUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,9,,101,,639,,,,1358,79,,,,,
a164W000007nLmXQAU,a0j4W00000E3JsTQAV,000001226,586,,0034W00002DpofLQAR,2018-04-22,"<a href=""/a164W000007nLmX"" target=""_blank"">Contact Assigned - Gary Flowers (Default Attendee)</a>",,false,a154W00000926SCQAY,,,,a1I4W00000HFZwqUAH,a1J4W00000CgFyzUAF,,,,,,Contact Assigned - Gary Flowers (Default Attendee),Contact Assigned,10,,101,,640,,,,1359,79,,,,,
a164W000007nLmYQAU,a0j4W00000E3JsUQAV,000001227,587,,0034W00002DpofMQAR,2018-04-22,"<a href=""/a164W000007nLmY"" target=""_blank"">Contact Assigned - Linnie Simon (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwrUAH,a1J4W00000CgFz0UAF,,,,,,Contact Assigned - Linnie Simon (Default Attendee),Contact Assigned,11,,102,,,,,,1360,80,,,,,
a164W000007nLmZQAU,a0j4W00000E3JsVQAV,000001228,588,,0034W00002DpofMQAR,2018-04-22,"<a href=""/a164W000007nLmZ"" target=""_blank"">Contact Assigned - Linnie Simon (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwsUAH,a1J4W00000CgFz0UAF,,,,,,Contact Assigned - Linnie Simon (Default Attendee),Contact Assigned,12,,102,,,,,,1361,80,,,,,
a164W000007nLmaQAE,a0j4W00000E3JsWQAV,000001229,589,,0034W00002DpofMQAR,2018-04-22,"<a href=""/a164W000007nLma"" target=""_blank"">Contact Assigned - Linnie Simon (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwtUAH,a1J4W00000CgFz0UAF,,,,,,Contact Assigned - Linnie Simon (Default Attendee),Contact Assigned,13,,102,,,,,,1362,80,,,,,
a164W000007nLmbQAE,a0j4W00000E3JsXQAV,000001230,590,,0034W00002DpofMQAR,2018-04-22,"<a href=""/a164W000007nLmb"" target=""_blank"">Contact Assigned - Linnie Simon (Default Attendee)</a>",,false,,,,,a1I4W00000HFZwuUAH,a1J4W00000CgFz0UAF,,,,,,Contact Assigned - Linnie Simon (Default Attendee),Contact Assigned,14,,102,,,,,,1363,80,,,,,
a164W000007nLmcQAE,a0j4W00000E3JsYQAV,000001231,591,,0034W00002DpofMQAR,2018-04-22,"<a href=""/a164W000007nLmc"" target=""_blank"">Contact Assigned - Linnie Simon (Default Attendee)</a>",,false,a154W00000926RzQAI,,,,a1I4W00000HFZwvUAH,a1J4W00000CgFz0UAF,,,,,,Contact Assigned - Linnie Simon (Default Attendee),Contact Assigned,15,,102,,560,,,,1364,80,,,,,
a164W000007nLmdQAE,a0j4W00000E3JsZQAV,000001232,592,,0034W00002DpofMQAR,2018-04-22,"<a href=""/a164W000007nLmd"" target=""_blank"">Contact Assigned - Linnie Simon (Default Attendee)</a>",,false,a154W00000926SDQAY,,,,a1I4W00000HFZwwUAH,a1J4W00000CgFz0UAF,,,,,,Contact Assigned - Linnie Simon (Default Attendee),Contact Assigned,16,,102,,639,,,,1365,80,,,,,
a164W000007nLmeQAE,a0j4W00000E3JsaQAF,000001233,593,,0034W00002DpofMQAR,2018-04-22,"<a href=""/a164W000007nLme"" target=""_blank"">Contact Assigned - Linnie Simon (Default Attendee)</a>",,false,a154W00000926SCQAY,,,,a1I4W00000HFZwxUAH,a1J4W00000CgFz0UAF,,,,,,Contact Assigned - Linnie Simon (Default Attendee),Contact Assigned,17,,102,,640,,,,1366,80,,,,,
a164W000007nLmfQAE,a0j4W00000E3JsbQAF,000001234,594,,0034W00002DpofNQAR,2018-04-22,"<a href=""/a164W000007nLmf"" target=""_blank"">Contact Assigned - Daniel Fields (Default Attendee)</a>",,false,a154W00000926SPQAY,,,,a1I4W00000HFZwyUAH,a1J4W00000CgFz1UAF,,,,,,Contact Assigned - Daniel Fields (Default Attendee),Contact Assigned,18,,103,,420,,,,1367,81,,,,,
a164W000007nLmgQAE,a0j4W00000E3JscQAF,000001235,595,,0034W00002DpofPQAR,2018-04-22,"<a href=""/a164W000007nLmg"" target=""_blank"">Contact Assigned - Cordelia Clarke (Default Attendee)</a>",,false,,,,,a1I4W00000HFZx0UAH,a1J4W00000CgFz3UAF,,,,,,Contact Assigned - Cordelia Clarke (Default Attendee),Contact Assigned,19,,105,,,,,,1369,83,,,,,
a164W000007nLmhQAE,a0j4W00000E3JsdQAF,000001236,596,,0034W00002DpofPQAR,2018-04-22,"<a href=""/a164W000007nLmh"" target=""_blank"">Contact Assigned - Cordelia Clarke (Default Attendee)</a>",,false,,,,,a1I4W00000HFZx1UAH,a1J4W00000CgFz3UAF,,,,,,Contact Assigned - Cordelia Clarke (Default Attendee),Contact Assigned,20,,105,,,,,,1370,83,,,,,
a164W000007nLsHQAU,a0j4W00000E3JyDQAV,000001589,597,,0034W00002DpogUQAR,2018-04-22,"<a href=""/a164W000007nLsH"" target=""_blank"">Contact Assigned - Lucinda Neal (Default Attendee)</a>",,false,a154W00000926S1QAI,,,,a1I4W00000HFa2lUAD,a1J4W00000CgG0CUAV,,,,,,Contact Assigned - Lucinda Neal (Default Attendee),Contact Assigned,108,,253,,597,,,,196,296,,,,,
a164W000007nLsIQAU,a0j4W00000E3JyEQAV,000001590,598,,0034W00002DpogUQAR,2018-04-22,"<a href=""/a164W000007nLsI"" target=""_blank"">Contact Assigned - Lucinda Neal (Default Attendee)</a>",,false,a154W00000926SBQAY,,,,a1I4W00000HFa2mUAD,a1J4W00000CgG0CUAV,,,,,,Contact Assigned - Lucinda Neal (Default Attendee),Contact Assigned,109,,253,,598,,,,197,296,,,,,
a164W000007nLsJQAU,a0j4W00000E3JyFQAV,000001591,599,,0034W00002DpogVQAR,2018-04-22,"<a href=""/a164W000007nLsJ"" target=""_blank"">Contact Assigned - Lloyd Welch (Default Attendee)</a>",,false,a154W00000926SRQAY,,,,a1I4W00000HFa2nUAD,a1J4W00000CgG0DUAV,,,,,,Contact Assigned - Lloyd Welch (Default Attendee),Contact Assigned,110,,254,,416,,,,198,297,,,,,
a164W000007nLsKQAU,a0j4W00000E3JyGQAV,000001592,600,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsK"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,,,,,a1I4W00000HFa2oUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,111,,255,,,,,,199,298,,,,,
a164W000007nLsLQAU,a0j4W00000E3JyHQAV,000001593,601,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsL"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,,,,,a1I4W00000HFa2pUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,112,,255,,,,,,200,298,,,,,
a164W000007nLsMQAU,a0j4W00000E3JyIQAV,000001594,602,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsM"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,,,,,a1I4W00000HFa2qUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,113,,255,,,,,,201,298,,,,,
a164W000007nLsNQAU,a0j4W00000E3JyJQAV,000001595,603,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsN"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,,,,,a1I4W00000HFa2rUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,114,,255,,,,,,202,298,,,,,
a164W000007nLsOQAU,a0j4W00000E3JyKQAV,000001596,604,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsO"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,a154W00000926RzQAI,,,,a1I4W00000HFa2sUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,115,,255,,560,,,,203,298,,,,,
a164W000007nLsPQAU,a0j4W00000E3JyLQAV,000001597,605,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsP"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,a154W00000926SBQAY,,,,a1I4W00000HFa2tUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,116,,255,,598,,,,204,298,,,,,
a164W000007nLsQQAU,a0j4W00000E3JyMQAV,000001598,606,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsQ"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,a154W00000926S6QAI,,,,a1I4W00000HFa2uUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,117,,255,,600,,,,205,298,,,,,
a164W000007nLsRQAU,a0j4W00000E3JyNQAV,000001599,607,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsR"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,a154W00000926S7QAI,,,,a1I4W00000HFa2vUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,118,,255,,602,,,,206,298,,,,,
a164W000007nLsSQAU,a0j4W00000E3JyOQAV,000001600,608,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsS"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,a154W00000926S3QAI,,,,a1I4W00000HFa2wUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,119,,255,,603,,,,207,298,,,,,
a164W000007nLsTQAU,a0j4W00000E3JyPQAV,000001601,609,,0034W00002DpogWQAR,2018-04-22,"<a href=""/a164W000007nLsT"" target=""_blank"">Contact Assigned - Ola Erickson (Default Attendee)</a>",,false,a154W00000926SDQAY,,,,a1I4W00000HFa2xUAD,a1J4W00000CgG0EUAV,,,,,,Contact Assigned - Ola Erickson (Default Attendee),Contact Assigned,120,,255,,639,,,,208,298,,,,,
a164W000007nLsUQAU,a0j4W00000E3JyQQAV,000001602,610,,,2018-04-22,"<a href=""/a164W000007nLsU"" target=""_blank"">Contact Assigned - null Default Contact (Default Attendee)</a>",,false,a154W00000926RYQAY,,,,,,,,,,,Contact Assigned - null Default Contact (Default Attendee),Contact Assigned,121,,,,415,,,,,,,,,,
a164W000007nLsVQAU,a0j4W00000E3JyRQAV,000001603,611,,0034W00002Dpof3QAB,2018-04-22,"<a href=""/a164W000007nLsV"" target=""_blank"">Contact Assigned - Francis Riley (Default Attendee)</a>",,false,,,,,a1I4W00000HFa8EUAT,a1J4W00000CgG2cUAF,,,,,,Contact Assigned - Francis Riley (Default Attendee),Contact Assigned,122,,146,,,,,,1839,834,,,,,
a164W000007nLsWQAU,a0j4W00000E3JySQAV,000001604,612,,0034W00002DpodbQAB,2018-04-22,"<a href=""/a164W000007nLsW"" target=""_blank"">Contact Assigned - Bob Kelley (Default Attendee)</a>",,false,,,,,a1I4W00000HFa8FUAT,a1J4W00000CgG2dUAF,,,,,,Contact Assigned - Bob Kelley (Default Attendee),Contact Assigned,142,,272,,,,,,1840,835,,,,,
a164W000007nLsXQAU,,000001605,613,,,2018-04-27,"<a href=""/a164W000007nLsX"" target=""_blank"">Subscription Created (Active)</a>",,false,a154W00000926QuQAI,,,,,,,,a1R4W000004PyfOUAS,,,Subscription Created (Active),Subscription Created (Active),,,,,650,,,,,,,,a1R4W000004PyfOUAS,,
a164W000007nLsZQAU,a0j4W00000E3JyUQAV,000001608,614,,0034W00002DpogTQAR,2018-04-30,"<a href=""/a164W000007nLsZ"" target=""_blank"">Contact Assigned - Matilda Carr (Primary Contact)</a>",,false,a154W00000926RkQAI,,,,,,,,,,,Contact Assigned - Matilda Carr (Primary Contact),Contact Assigned,143,,252,,649,,,,,,,,,,
a164W000007nLsYQAU,a0j4W00000E3JyTQAV,000001609,615,,0034W00002DpogMQAR,2018-04-30,"<a href=""/a164W000007nLsY"" target=""_blank"">Contact Assigned - Harvey Jordan (Primary Contact)</a>",,false,a154W00000926RkQAI,,,,,,,,,,,Contact Assigned - Harvey Jordan (Primary Contact),Contact Assigned,144,,245,,649,,,,,,,,,,
a164W000007nLsaQAE,,000001610,616,0014W000025FRkTQAW,,2018-07-05,"<a href=""/a164W000007nLsa"" target=""_blank"">Subscription Created (Active)</a>",,true,a154W00000926RDQAY,,,,,,,,a1R4W000004PyfOUAS,,a1S4W000004D1TYUA0,Subscription Created (Active),Subscription Created (Active),,44,,,609,,,,,,,,a1R4W000004PyfOUAS,,95
a164W000007nLsbQAE,,000001611,617,0014W000025FRkTQAW,,2018-07-05,"<a href=""/a164W000007nLsb"" target=""_blank"">Subscription Created (Active)</a>",,true,a154W00000926R6QAI,,,,,,,,a1R4W000004PyfOUAS,,a1S4W000004D1TZUA0,Subscription Created (Active),Subscription Created (Active),,44,,,651,,,,,,,,a1R4W000004PyfOUAS,,96
a164W000007nLscQAE,,000001612,618,0014W000025FRl6QAG,0034W00002DpodcQAB,2018-07-09,"<a href=""/a164W000007nLsc"" target=""_blank"">Subscription Created (null)</a>",,true,a154W00000926QuQAI,,,,a1I4W00000HFa8HUAT,a1J4W00000CgG3FUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1TaUAK,Subscription Created (null),Subscription Created (null),,45,274,,650,,,,1971,880,,,a1R4W000004PyfOUAS,,97
a164W000007nLsdQAE,,000001613,619,0014W000025FRl6QAG,0034W00002DpodcQAB,2018-07-09,"<a href=""/a164W000007nLsd"" target=""_blank"">Subscription Created (null)</a>",,true,a154W00000926RkQAI,,,,a1I4W00000HFa8IUAT,a1J4W00000CgG3FUAV,,,a1R4W000004PyfNUAS,,a1S4W000004D1TbUAK,Subscription Created (null),Subscription Created (null),,45,274,,649,,,,1972,880,,,a1R4W000004PyfNUAS,,98
a164W000007nLseQAE,a0j4W00000E3JyVQAV,000001614,620,,,2018-07-10,"<a href=""/a164W000007nLse"" target=""_blank"">Contact Assigned - Amreetha Nagaraj (Primary Contact)</a>",,true,a154W00000926RkQAI,,,,,,,,,,,Contact Assigned - Amreetha Nagaraj (Primary Contact),Contact Assigned,145,,,,649,,,,,,,,,,
a164W000007nLhBQAU,,000002176,621,0014W000025FRkRQAW,0034W00002DpoccQAB,2019-11-05,"<a href=""/a164W000007nLhB"" target=""_blank"">Subscription Activated - Fon Example_ReJoin</a>",,true,a154W00000926R6QAI,,,,a1I4W00000HFZkcUAH,a1J4W00000CgFpCUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1SEUA0,Subscription Activated - Fon Example_ReJoin,Subscription Activated,,96,8,,651,,,,1296,365,,,a1R4W000004PyfOUAS,,4
a164W000007nLhCQAU,,000002177,622,0014W000025FRkRQAW,0034W00002DpoccQAB,2019-11-05,"<a href=""/a164W000007nLhC"" target=""_blank"">Subscription Items Added - FON-Professional Membership</a>",,true,a154W00000926R6QAI,,,,a1I4W00000HFZkcUAH,a1J4W00000CgFpCUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1SEUA0,Subscription Items Added - FON-Professional Membership,Subscription Items Added,,96,8,,651,,,,1296,365,,,a1R4W000004PyfOUAS,,4
a164W000007nLhDQAU,,000002178,623,0014W000025FRkRQAW,0034W00002DpoccQAB,2019-11-05,"<a href=""/a164W000007nLhD"" target=""_blank"">Subscription Items Added - FON - State Chapter Membership</a>",,true,a154W00000926R6QAI,,,,a1I4W00000HFZkcUAH,a1J4W00000CgFpCUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1SEUA0,Subscription Items Added - FON - State Chapter Membership,Subscription Items Added,,96,8,,651,,,,1296,365,,,a1R4W000004PyfOUAS,,4
a164W000007nLhEQAU,,000002179,624,0014W000025FRkRQAW,0034W00002DpoccQAB,2019-11-11,"<a href=""/a164W000007nLhE"" target=""_blank"">Subscription Created (Active)</a>",,false,a154W00000926R6QAI,,,,a1I4W00000HFZkgUAH,a1J4W00000CgFpFUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1ROUA0,Subscription Created (Active),Subscription Created (Active),,96,8,,651,,,,1300,368,,,a1R4W000004PyfOUAS,,5
a164W000007nLhFQAU,,000002180,625,0014W000025FRkRQAW,0034W00002DpoccQAB,2019-11-11,"<a href=""/a164W000007nLhF"" target=""_blank"">Subscription Cancelled - Fon Example_ReJoin</a>",,false,a154W00000926R6QAI,,,,a1I4W00000HFZkgUAH,a1J4W00000CgFpFUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1ROUA0,Subscription Cancelled - Fon Example_ReJoin,Subscription Cancelled,,96,8,,651,,,,1300,368,,,a1R4W000004PyfOUAS,,5
a164W000007nLhGQAU,,000002181,626,0014W000025FRkKQAW,0034W00002DpodbQAB,2019-11-11,"<a href=""/a164W000007nLhG"" target=""_blank"">Subscription Items Added - FON-Professional Membership</a>",,false,a154W00000926R6QAI,,,,,,,,a1R4W000004PyfOUAS,,a1S4W000004D1TcUAK,Subscription Items Added - FON-Professional Membership,Subscription Items Added,,5,272,,651,,,,,,,,a1R4W000004PyfOUAS,,99
a164W000007nLhHQAU,,000002182,627,0014W000025FRkRQAW,0034W00002DpoccQAB,2019-11-11,"<a href=""/a164W000007nLhH"" target=""_blank"">Subscription Items Added - FON-Professional Membership</a>",,true,a154W00000926R6QAI,,,,a1I4W00000HFZkcUAH,a1J4W00000CgFpCUAV,,,a1R4W000004PyfOUAS,,a1S4W000004D1SEUA0,Subscription Items Added - FON-Professional Membership,Subscription Items Added,,96,8,,651,,,,1296,365,,,a1R4W000004PyfOUAS,,4
