Id,Name,External_Id__c,OrderApi__EPayment__c,OrderApi__Activation_Date__c,OrderApi__Activity_Type__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__List_Price__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__EPayment_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Sales_Order__c,OrderApi__EPayment__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a0y4W00000VRkx0QAD,0000000397,99,a0z4W00000iXrDvQAK,2020-03-06,Purchase,true,a0o4W00000M5SknQAF,2020-12-31,a104W00000G3d1eQAB,,false,false,a134W000009DZGNQA4,a154W00000926QvQAI,2500,VISA  (Expires 1/2022),true,a1C4W00000845KMUAY,1,2083.33,Success,a1R4W000004PyfNUAS,,2083.33,false,0,2083.33,,0034W00002DpocUQAR,,TTGyUXR12rG9o5JTGPfI0SBhLGLchC,,a1I4W00000HFZltUAH,,90,FON-International Association,a104W00000G3d1eQAB,,159,648,473,a1R4W000004PyfNUAS,,,219,,4,
a0y4W00000VRkx1QAD,0000000398,100,a0z4W00000iXrDwQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,100,VISA  (Expires 1/2022),false,a1C4W00000845KVUAY,1,100,Success,,,100,false,0,100,,0034W00002DpocUQAR,,O1J8WSmyzhjg6xsa7unxQxKWDCKCRh,,a1I4W00000HFZluUAH,,91,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,219,,5,
a0y4W00000VRkx2QAD,0000000399,101,a0z4W00000iXrDwQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KWUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkx1QAD,0034W00002DpocUQAR,,p1MI6wH1yez97fhhYwfnqizWh4gbWz,O1J8WSmyzhjg6xsa7unxQxKWDCKCRh,a1I4W00000HFZlvUAH,,91,FON-International Association,a104W00000G3d1HQAR,,6,579,671,,,100,219,,6,
a0y4W00000VRkx3QAD,0000000400,102,a0z4W00000iXrDwQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KXUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkx1QAD,0034W00002DpocUQAR,,vSrGnK2vHx2s6SP4NevrEJsHBWdXki,O1J8WSmyzhjg6xsa7unxQxKWDCKCRh,a1I4W00000HFZlwUAH,,91,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,100,219,,7,
a0y4W00000VRkx4QAD,0000000401,103,a0z4W00000iXrDwQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KYUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkx1QAD,0034W00002DpocUQAR,,bbSqFhtyLN0jpGF6lYUOL40yCQIM1G,O1J8WSmyzhjg6xsa7unxQxKWDCKCRh,a1I4W00000HFZlxUAH,,91,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,100,219,,8,
a0y4W00000VRkx5QAD,0000000402,104,a0z4W00000iXrDwQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KZUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkx1QAD,0034W00002DpocUQAR,,Cl1M6e2eJJGMRNeZkn26kZDd9PNior,O1J8WSmyzhjg6xsa7unxQxKWDCKCRh,a1I4W00000HFZlyUAH,,91,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,100,219,,9,
a0y4W00000VRkx6QAD,0000000403,105,a0z4W00000iXrDwQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KaUAI,1,0,Success,,,0,false,0,0,a0y4W00000VRkx1QAD,0034W00002DpocUQAR,,6yfu5icLCHOTlLFmMpsWjE9NWzG9NQ,O1J8WSmyzhjg6xsa7unxQxKWDCKCRh,a1I4W00000HFZlzUAH,,91,FON-International Association,a104W00000G3d1HQAR,,6,586,697,,,100,219,,10,
a0y4W00000VRkx7QAD,0000000404,106,a0z4W00000iXrDxQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGUQA4,a154W00000926RVQAY,700,VISA  (Expires 1/2024),false,a1C4W00000845KkUAI,1,700,Success,,,700,false,0,700,,0034W00002DpochQAB,,Mr1zBC14d2MKOZ5SuMUxrfiCziu6dN,,a1I4W00000HFZmDUAX,,92,FON-International Association,a104W00000G3d1HQAR,,121,46,559,,,,48,,132,
a0y4W00000VRkx8QAD,0000000405,107,a0z4W00000iXrDxQAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGUQA4,a154W00000926RVQAY,700,VISA  (Expires 1/2024),false,a1C4W00000845KkUAI,1,700,Success,,,700,false,0,700,,0034W00002DpochQAB,,pfeiAiDv9CG7SfpFWTDsKzTNXlBsij,,a1I4W00000HFZmEUAX,,92,FON-International Association,a104W00000G3d1HQAR,,121,46,559,,,,48,,133,
a0y4W00000VRkx9QAD,0000000406,108,a0z4W00000iXrDyQAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,750,Success,a1R4W000004PyfPUAS,,750,false,0,750,,0034W00002DpoceQAB,,ps2YYGJWQC92cHabroJvnk0R8EG2n5,,a1I4W00000HFZmJUAX,,104,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfPUAS,,,10,,243,
a0y4W00000VRkxAQAT,0000000407,109,a0z4W00000iXrDyQAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2020-12-31,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),true,a1C4W00000845KmUAI,1,50,Success,a1R4W000004PyfNUAS,,50,false,0,50,a0y4W00000VRkx9QAD,0034W00002DpoceQAB,,Z90pWZR0Ra51HbYShC5S4b67cX9oqy,ps2YYGJWQC92cHabroJvnk0R8EG2n5,a1I4W00000HFZmKUAX,,104,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfNUAS,,108,10,,244,
a0y4W00000VRkxBQAT,0000000408,110,a0z4W00000iXrDzQAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,900,Success,a1R4W000004PyfPUAS,,900,false,0,900,,0034W00002DpoceQAB,,H6CZx00GbRFPR36HlAphxFRuVjOLUa,,a1I4W00000HFZmLUAX,,105,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfPUAS,,,10,,245,
a0y4W00000VRkxCQAT,0000000409,111,a0z4W00000iXrDzQAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),false,a1C4W00000845KmUAI,1,50,Success,a1R4W000004PyfPUAS,,50,false,0,50,a0y4W00000VRkxBQAT,0034W00002DpoceQAB,,t0dOO04gtL9ohJHfvGj83nVKGdc7yi,H6CZx00GbRFPR36HlAphxFRuVjOLUa,a1I4W00000HFZmMUAX,,105,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfPUAS,,110,10,,246,
a0y4W00000VRkxDQAT,0000000410,112,a0z4W00000iXrE0QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,900,Success,a1R4W000004PyfPUAS,,900,false,0,900,,0034W00002DpoceQAB,,yuBm9GTjOCBPlZWBYtGWsNJmMZbGxM,,a1I4W00000HFZmNUAX,,106,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfPUAS,,,10,,247,
a0y4W00000VRkxEQAT,0000000411,113,a0z4W00000iXrE0QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),false,a1C4W00000845KmUAI,1,60,Success,a1R4W000004PyfPUAS,,60,false,0,60,a0y4W00000VRkxDQAT,0034W00002DpoceQAB,,DQ0hsu14fSKVqH24HP3GC1ZbJrsZyT,yuBm9GTjOCBPlZWBYtGWsNJmMZbGxM,a1I4W00000HFZmOUAX,,106,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfPUAS,,112,10,,248,
a0y4W00000VRkxFQAT,0000000412,114,a0z4W00000iXrE0QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,90,VISA  (Expires 1/2034),false,a1C4W00000845KnUAI,1,40,Success,a1R4W000004PyfPUAS,,40,false,0,40,a0y4W00000VRkxDQAT,0034W00002DpoceQAB,,KzVRaugpXtHAF7GLKijh0iutrNbJZy,yuBm9GTjOCBPlZWBYtGWsNJmMZbGxM,a1I4W00000HFZmPUAX,,106,FON-International Association,a104W00000G3d1fQAB,,155,701,718,a1R4W000004PyfPUAS,,112,10,,249,
a0y4W00000VRkxGQAT,0000000413,115,a0z4W00000iXrE1QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,900,Success,a1R4W000004PyfPUAS,,900,false,0,900,,0034W00002DpoceQAB,,FNdRuPMMHxARqWVy073XEkV1PTRPOE,,a1I4W00000HFZmQUAX,,107,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfPUAS,,,10,,250,
a0y4W00000VRkxHQAT,0000000414,116,a0z4W00000iXrE1QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),false,a1C4W00000845KmUAI,1,60,Success,a1R4W000004PyfPUAS,,60,false,0,60,a0y4W00000VRkxGQAT,0034W00002DpoceQAB,,Q9OO5emVgUDHF2v4c4Cs7qnIWA1RAm,FNdRuPMMHxARqWVy073XEkV1PTRPOE,a1I4W00000HFZmRUAX,,107,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfPUAS,,115,10,,251,
a0y4W00000VRkxIQAT,0000000415,117,a0z4W00000iXrE1QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,90,VISA  (Expires 1/2034),false,a1C4W00000845KnUAI,1,40,Success,a1R4W000004PyfPUAS,,40,false,0,40,a0y4W00000VRkxGQAT,0034W00002DpoceQAB,,e60qWWZyv1CaS6LmcG2Hu07lFBQ8QN,FNdRuPMMHxARqWVy073XEkV1PTRPOE,a1I4W00000HFZmSUAX,,107,FON-International Association,a104W00000G3d1fQAB,,155,701,718,a1R4W000004PyfPUAS,,115,10,,357,
a0y4W00000VRkxJQAT,0000000416,118,a0z4W00000iXrE1QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,150,VISA  (Expires 1/2034),false,a1C4W00000845KoUAI,1,150,Success,a1R4W000004PyfPUAS,,150,false,0,150,a0y4W00000VRkxGQAT,0034W00002DpoceQAB,,EPLHC2sQEnhgbcyzWa6ckcjaTtKlYx,FNdRuPMMHxARqWVy073XEkV1PTRPOE,a1I4W00000HFZmTUAX,,107,FON-International Association,a104W00000G3d1fQAB,,155,650,475,a1R4W000004PyfPUAS,,115,10,,358,
a0y4W00000VRkxKQAT,0000000417,119,a0z4W00000iXrE1QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,300,VISA  (Expires 1/2034),false,a1C4W00000845KNUAY,1,300,Success,a1R4W000004PyfPUAS,,300,false,0,300,a0y4W00000VRkxGQAT,0034W00002DpoceQAB,,GwUZUlF52Iyr2FJel6TPJbomgaVbD1,FNdRuPMMHxARqWVy073XEkV1PTRPOE,a1I4W00000HFZmVUAX,,107,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfPUAS,,115,10,,360,
a0y4W00000VRkxLQAT,0000000418,120,a0z4W00000iXrE1QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,VISA  (Expires 1/2034),false,a1C4W00000845KpUAI,1,45,Success,a1R4W000004PyfPUAS,,45,false,0,45,a0y4W00000VRkxGQAT,0034W00002DpoceQAB,,pFAJYHAXEpUT8yccLJmqskgI10hyOe,FNdRuPMMHxARqWVy073XEkV1PTRPOE,a1I4W00000HFZmYUAX,,107,FON-International Association,a104W00000G3d1fQAB,,155,609,470,a1R4W000004PyfPUAS,,115,10,,363,
a0y4W00000VRkxMQAT,0000000419,121,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,900,Success,a1R4W000004PyfPUAS,,900,false,0,900,,0034W00002DpoceQAB,,7yFtqmW2oRI0gRsqN5MF5ZWKajbXVC,,a1I4W00000HFZmZUAX,,108,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfPUAS,,,10,,364,
a0y4W00000VRkxNQAT,0000000420,122,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),false,a1C4W00000845KmUAI,1,60,Success,a1R4W000004PyfPUAS,,60,false,0,60,a0y4W00000VRkxMQAT,0034W00002DpoceQAB,,nebBxlkxKG0SzgX5S8OzFnQURfobf2,7yFtqmW2oRI0gRsqN5MF5ZWKajbXVC,a1I4W00000HFZmaUAH,,108,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfPUAS,,121,10,,365,
a0y4W00000VRkxOQAT,0000000421,123,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,900,Success,a1R4W000004PyfPUAS,,900,false,0,900,a0y4W00000VRkxMQAT,0034W00002DpoceQAB,,8BJbEm1iimrq3GUQgnAQVhwwy4Kevk,7yFtqmW2oRI0gRsqN5MF5ZWKajbXVC,a1I4W00000HFZmWUAX,,108,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfPUAS,,121,10,,361,
a0y4W00000VRkxPQAT,0000000422,124,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),false,a1C4W00000845KmUAI,1,60,Success,a1R4W000004PyfPUAS,,60,false,0,60,a0y4W00000VRkxOQAT,0034W00002DpoceQAB,,x65jjJUm6Y7M3RVbTmylFUnhtfserS,8BJbEm1iimrq3GUQgnAQVhwwy4Kevk,a1I4W00000HFZmXUAX,,108,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfPUAS,,123,10,,362,
a0y4W00000VRkxQQAT,0000000423,125,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,90,VISA  (Expires 1/2034),false,a1C4W00000845KnUAI,1,40,Success,a1R4W000004PyfPUAS,,40,false,0,40,a0y4W00000VRkxMQAT,0034W00002DpoceQAB,,t4oUbAHBiA64HMMSVtS1xPCTBq146L,7yFtqmW2oRI0gRsqN5MF5ZWKajbXVC,a1I4W00000HFZmeUAH,,108,FON-International Association,a104W00000G3d1fQAB,,155,701,718,a1R4W000004PyfPUAS,,121,10,,476,
a0y4W00000VRkxRQAT,0000000424,126,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,150,VISA  (Expires 1/2034),false,a1C4W00000845KoUAI,1,150,Success,a1R4W000004PyfPUAS,,150,false,0,150,a0y4W00000VRkxMQAT,0034W00002DpoceQAB,,wGF2W0kNdM4Izox3VAQ3Yz4ajMynAH,7yFtqmW2oRI0gRsqN5MF5ZWKajbXVC,a1I4W00000HFZmUUAX,,108,FON-International Association,a104W00000G3d1fQAB,,155,650,475,a1R4W000004PyfPUAS,,121,10,,359,
a0y4W00000VRkxSQAT,0000000425,127,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,VISA  (Expires 1/2034),false,a1C4W00000845KpUAI,1,45,Success,a1R4W000004PyfPUAS,,45,false,0,45,a0y4W00000VRkxMQAT,0034W00002DpoceQAB,,FffKkQcX320m9FyzDO4vSZEwtGkVn4,7yFtqmW2oRI0gRsqN5MF5ZWKajbXVC,a1I4W00000HFZmgUAH,,108,FON-International Association,a104W00000G3d1fQAB,,155,609,470,a1R4W000004PyfPUAS,,121,10,,478,
a0y4W00000VRkxTQAT,0000000426,128,a0z4W00000iXrE2QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2022-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,300,VISA  (Expires 1/2034),false,a1C4W00000845KNUAY,1,300,Success,a1R4W000004PyfPUAS,,300,false,0,300,a0y4W00000VRkxMQAT,0034W00002DpoceQAB,,KCr47oBhFtLNqATSWW3B6bGZ55Xtyr,7yFtqmW2oRI0gRsqN5MF5ZWKajbXVC,a1I4W00000HFZmbUAH,,108,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfPUAS,,121,10,,366,
a0y4W00000VRkxUQAT,0000000427,129,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,900,Success,a1R4W000004PyfQUAS,,900,false,0,900,,0034W00002DpoceQAB,,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,,a1I4W00000HFZmcUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfQUAS,,,10,,367,
a0y4W00000VRkxVQAT,0000000428,130,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),true,a1C4W00000845KmUAI,1,60,Success,a1R4W000004PyfQUAS,,60,false,0,60,a0y4W00000VRkxUQAT,0034W00002DpoceQAB,,EooG854ckCmJ2F0z0jmGrub8oosuCz,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,a1I4W00000HFZmdUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfQUAS,,129,10,,368,
a0y4W00000VRkxWQAT,0000000429,131,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2034),false,a1C4W00000845KlUAI,1,900,Success,a1R4W000004PyfQUAS,,900,false,0,900,a0y4W00000VRkxUQAT,0034W00002DpoceQAB,,ennwbpcCig2rpIYD5pEBoa2WfVICZv,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,a1I4W00000HFZmhUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfQUAS,,129,10,,479,
a0y4W00000VRkxXQAT,0000000430,132,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2034),false,a1C4W00000845KmUAI,1,60,Success,a1R4W000004PyfQUAS,,60,false,0,60,a0y4W00000VRkxWQAT,0034W00002DpoceQAB,,vSgtE4xJ7WDSUEIFWddSWBUPOYp0ic,ennwbpcCig2rpIYD5pEBoa2WfVICZv,a1I4W00000HFZmiUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfQUAS,,131,10,,480,
a0y4W00000VRkxYQAT,0000000431,133,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,90,VISA  (Expires 1/2034),false,a1C4W00000845KnUAI,1,40,Success,a1R4W000004PyfQUAS,,40,false,0,40,a0y4W00000VRkxUQAT,0034W00002DpoceQAB,,BtYkZCnYI2klNNxp4Em6jNeWLyt7Wh,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,a1I4W00000HFZmkUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,701,718,a1R4W000004PyfQUAS,,129,10,,482,
a0y4W00000VRkxZQAT,0000000432,134,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,150,VISA  (Expires 1/2034),false,a1C4W00000845KoUAI,1,150,Success,a1R4W000004PyfQUAS,,150,false,0,150,a0y4W00000VRkxUQAT,0034W00002DpoceQAB,,UQvgWOww3vLh90PhzrwF7rbayF5Gvc,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,a1I4W00000HFZmlUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,650,475,a1R4W000004PyfQUAS,,129,10,,483,
a0y4W00000VRkxaQAD,0000000433,135,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,45,VISA  (Expires 1/2034),false,a1C4W00000845KpUAI,1,45,Success,a1R4W000004PyfQUAS,,45,false,0,45,a0y4W00000VRkxUQAT,0034W00002DpoceQAB,,mlenGdbmfr4KjCawiwrcJR3p7o62pe,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,a1I4W00000HFZmfUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,609,470,a1R4W000004PyfQUAS,,129,10,,477,
a0y4W00000VRkxbQAD,0000000434,136,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,300,VISA  (Expires 1/2034),false,a1C4W00000845KNUAY,1,300,Success,a1R4W000004PyfQUAS,,300,false,0,300,a0y4W00000VRkxUQAT,0034W00002DpoceQAB,,nejJDaYcWUzj2uvsNlisnd4YfqtjYV,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,a1I4W00000HFZmmUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfQUAS,,129,10,,484,
a0y4W00000VRkxcQAD,0000000435,137,a0z4W00000iXrE3QAK,2020-03-30,Purchase,true,a0o4W00000M5SknQAF,2023-03-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QuQAI,150,VISA  (Expires 1/2034),false,a1C4W00000845KoUAI,2,150,Success,a1R4W000004PyfQUAS,,300,false,0,300,a0y4W00000VRkxUQAT,0034W00002DpoceQAB,,EHjs5ToLPkUOK8L1ROsrr7zHHeG9Fm,5ZBxQww6iYFAFUWoAEG6mfTz0GpDEc,a1I4W00000HFZmjUAH,,109,FON-International Association,a104W00000G3d1fQAB,,155,650,475,a1R4W000004PyfQUAS,,129,10,,481,
a0y4W00000VRkxdQAD,0000000446,138,a0z4W00000iXrEBQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGMQA4,a154W00000926R2QAI,10000,VISA  (Expires 1/2022),false,a1C4W00000845KqUAI,1,10000,Success,,,10000,false,0,10000,,0034W00002DpoelQAB,,FrfpIACPDJZMSU0RvX977RpUEpaa9x,,a1I4W00000HFZoGUAX,,110,FON-International Association,a104W00000G3d1hQAB,,129,685,227,,,,122,,1456,
a0y4W00000VRkxeQAD,0000000447,139,a0z4W00000iXrECQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGRQA4,a154W00000926RUQAY,200,VISA  (Expires 1/2022),false,a1C4W00000845KrUAI,1,200,Success,,,200,false,0,200,,0034W00002DpodrQAB,,9192DM1F2z6MI6EXFuzP4LmMYYFPJf,,a1I4W00000HFZoIUAX,,111,FON-International Association,a104W00000G3d1HQAR,,5,539,667,,,,152,,1458,
