Id,Name,External_Id__c,OrderApi__Transaction__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Credit__c,OrderApi__Date__c,OrderApi__Debit__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Line__c,OrderApi__Invoice__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Memo__c,OrderApi__Receipt_Line__c,OrderApi__Receipt__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__EPayment_Line__c,OrderApi__Sales_Order__c,OrderApi__Transaction__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Line__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1U4W000009M3YfUAK,0000008960,7470,a1V4W00000FrBDaUAN,2020-04-08,true,a0o4W00000M5SknQAF,416.67,2020-04-08,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkvQAB,a124W00000MTdeKQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3387,FON-International Association,a104W00000G3d1aQAB,1136,113,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YgUAK,0000008961,7471,a1V4W00000FrBDbUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-04-08,416.67,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002581,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3388,FON-International Association,a104W00000G3d1FQAR,1137,114,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YhUAK,0000008962,7472,a1V4W00000FrBDbUAN,2020-04-08,true,a0o4W00000M5SknQAF,416.67,2020-04-08,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkwQAB,a124W00000MTdeLQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3388,FON-International Association,a104W00000G3d1aQAB,1137,114,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YiUAK,0000008963,7473,a1V4W00000FrBDcUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-04-08,416.63,2020-12-31,a104W00000G3d1FQAR,a114W00000KvqkxQAB,a124W00000MTdeMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Posting Invoice Line#0000002582,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3389,FON-International Association,a104W00000G3d1FQAR,1138,115,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YjUAK,0000008964,7967,a1V4W00000FrBDcUAN,2020-04-08,true,a0o4W00000M5SknQAF,416.63,2020-04-08,0,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkxQAB,a124W00000MTdeMQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3389,FON-International Association,a104W00000G3d1aQAB,1138,115,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YkUAK,0000008965,7968,a1V4W00000FrBDdUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-04-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3631,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YlUAK,0000008966,7969,a1V4W00000FrBDdUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3631,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YmUAK,0000008967,7970,a1V4W00000FrBDeUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-05-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3632,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YnUAK,0000008968,7971,a1V4W00000FrBDeUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3632,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YoUAK,0000008969,7972,a1V4W00000FrBDfUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-06-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3633,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YpUAK,0000008970,7973,a1V4W00000FrBDfUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3633,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YqUAK,0000008971,7974,a1V4W00000FrBDgUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-07-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3634,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YrUAK,0000008972,7975,a1V4W00000FrBDgUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3634,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YsUAK,0000008973,7976,a1V4W00000FrBDhUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-08-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3635,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YtUAK,0000008974,7977,a1V4W00000FrBDhUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3635,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YuUAK,0000008975,7978,a1V4W00000FrBDiUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-09-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3636,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YvUAK,0000008976,7979,a1V4W00000FrBDiUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3636,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YwUAK,0000008977,7980,a1V4W00000FrBDjUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-10-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3637,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YxUAK,0000008978,7981,a1V4W00000FrBDjUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3637,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YyUAK,0000008979,7982,a1V4W00000FrBDkUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-11-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3638,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3YzUAK,0000008980,7983,a1V4W00000FrBDkUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3638,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z0UAK,0000008981,7984,a1V4W00000FrBDlUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-12-31,46.27,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3639,FON-International Association,a104W00000G3d1aQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z1UAK,0000008982,7985,a1V4W00000FrBDlUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.27,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkyQAB,a124W00000MTdeNQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3639,FON-International Association,a104W00000G3d1eQAB,1139,116,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z2UAK,0000008983,7986,a1V4W00000FrBDmUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-04-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3640,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z3UAK,0000008984,8509,a1V4W00000FrBDmUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3640,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z4UAK,0000008985,8510,a1V4W00000FrBDnUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-05-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3641,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z5UAK,0000008986,8511,a1V4W00000FrBDnUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3641,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z6UAK,0000008987,8512,a1V4W00000FrBDoUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-06-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3642,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z7UAK,0000008988,8513,a1V4W00000FrBDoUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3642,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z8UAK,0000008989,8514,a1V4W00000FrBDpUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-07-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3643,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3Z9UAK,0000008990,8515,a1V4W00000FrBDpUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3643,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZAUA0,0000008991,8516,a1V4W00000FrBDqUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-08-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3644,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZBUA0,0000008992,8517,a1V4W00000FrBDqUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3644,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZCUA0,0000008993,8518,a1V4W00000FrBDrUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-09-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3645,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZDUA0,0000008994,8519,a1V4W00000FrBDrUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3645,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZEUA0,0000008995,8520,a1V4W00000FrBDsUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-10-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3646,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZFUA0,0000008996,8521,a1V4W00000FrBDsUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3646,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZGUA0,0000008997,8522,a1V4W00000FrBDtUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-11-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3647,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZHUA0,0000008998,8523,a1V4W00000FrBDtUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3647,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZIUA0,0000008999,8524,a1V4W00000FrBDuUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-12-31,46.27,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3648,FON-International Association,a104W00000G3d1aQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZJUA0,0000009000,8525,a1V4W00000FrBDuUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.27,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqknQAB,a124W00000MTdeCQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3648,FON-International Association,a104W00000G3d1eQAB,1067,91,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZKUA0,0000009001,8526,a1V4W00000FrBDvUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-04-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3649,FON-International Association,a104W00000G3d1aQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZLUA0,0000009002,8527,a1V4W00000FrBDvUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3649,FON-International Association,a104W00000G3d1eQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZMUA0,0000009003,8528,a1V4W00000FrBDwUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-05-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3650,FON-International Association,a104W00000G3d1aQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZNUA0,0000009004,668,a1V4W00000FrBDwUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3650,FON-International Association,a104W00000G3d1eQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZOUA0,0000009005,669,a1V4W00000FrBDxUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-06-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3651,FON-International Association,a104W00000G3d1aQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZPUA0,0000009006,670,a1V4W00000FrBDxUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3651,FON-International Association,a104W00000G3d1eQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZQUA0,0000009007,671,a1V4W00000FrBDyUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-07-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3652,FON-International Association,a104W00000G3d1aQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZRUA0,0000009008,672,a1V4W00000FrBDyUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3652,FON-International Association,a104W00000G3d1eQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZSUA0,0000009009,673,a1V4W00000FrBDzUAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-08-31,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3653,FON-International Association,a104W00000G3d1aQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZTUA0,0000009010,674,a1V4W00000FrBDzUAN,2020-04-08,true,a0o4W00000M5SknQAF,46.3,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3653,FON-International Association,a104W00000G3d1eQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
a1U4W000009M3ZUUA0,0000009011,675,a1V4W00000FrBE0UAN,2020-04-08,true,a0o4W00000M5SknQAF,0,2020-09-30,46.3,2020-12-31,a104W00000G3d1aQAB,a114W00000KvqkoQAB,a124W00000MTdeDQAT,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,,,a1I4W00000HFZnNUAX,,a1R4W000004PyfRUAS,,Receivable,,,3654,FON-International Association,a104W00000G3d1aQAB,1068,92,159,186,,,892,,a1R4W000004PyfRUAS,,,
