Id,EventApi__Event__c,EventApi__Event_Category__c,Name,External_Id__c,EventApi__Adjustment_Account__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Display_Order__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Item__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Remaining__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,ROEApi__Event_Duration_Text__c,ROEApi__Event_Name__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,EventApi__Event__r.Id,EventApi__Event_Category__r.Id,EventApi__Adjustment_Account__r.Id,EventApi__Business_Group__r.Name,EventApi__Deferred_Revenue_Account__r.Id,EventApi__Discount_Account__r.Id,EventApi__Form__r.Id,EventApi__Income_Account__r.Id,EventApi__Item_Class__r.External_Id__c,EventApi__Item__r.External_Id__c,EventApi__Refund_Account__r.Id,EventApi__Tax_Class__r.External_Id__c,EventApi__AR_Account__r.Id
a1h4W00000jlZK2QAM,a1Y4W000002r0c0UAA,,Silver Annual Symposium Sponsor Package,87,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIsQAO,a154W00000926WEQAY,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,CLONE FRIDAY 4,1st - 2nd August 2025,CLONE FRIDAY 4,,,a1Y4W000002r0c0UAA,,,FON-International Association,,,,,101,87,,,
a1h4W00000jlZK3QAM,,,Bronze Annual Symposium Sponsor Package,88,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIuQAO,a154W00000926WQQAY,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,clownshoes,,,,,,,,FON-International Association,,,,,105,88,,,
a1h4W00000jlZK4QAM,,,Gold Annual Symposium Sponsor Package,89,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIuQAO,a154W00000926WRQAY,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,clownshoes,,,,,,,,FON-International Association,,,,,105,89,,,
a1h4W00000jlZK5QAM,,,Silver Annual Symposium Sponsor Package,90,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIuQAO,a154W00000926WSQAY,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,clownshoes,,,,,,,,FON-International Association,,,,,105,90,,,
a1h4W00000jlZK6QAM,,,Bronze Annual Symposium Sponsor Package,91,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIwQAO,a154W00000926WeQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,clone test,,,,,,,,FON-International Association,,,,,109,91,,,
a1h4W00000jlZK7QAM,,,Gold Annual Symposium Sponsor Package,92,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIwQAO,a154W00000926WfQAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,clone test,,,,,,,,FON-International Association,,,,,109,92,,,
a1h4W00000jlZK8QAM,,,Silver Annual Symposium Sponsor Package,93,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIwQAO,a154W00000926WgQAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,clone test,,,,,,,,FON-International Association,,,,,109,93,,,
a1h4W00000jlZK9QAM,,,Bronze Annual Symposium Sponsor Package,94,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIwQAO,a154W00000926WhQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,clone test,,,,,,,,FON-International Association,,,,,109,94,,,
a1h4W00000jlZKAQA2,,,Gold Annual Symposium Sponsor Package,95,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIwQAO,a154W00000926WiQAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,clone test,,,,,,,,FON-International Association,,,,,109,95,,,
a1h4W00000jlZKBQA2,,,Silver Annual Symposium Sponsor Package,96,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIwQAO,a154W00000926WjQAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,clone test,,,,,,,,FON-International Association,,,,,109,96,,,
a1h4W00000jlZKCQA2,a1Y4W000002r0c2UAA,,Bronze Annual Symposium Sponsor Package,97,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIzQAO,a154W00000926WwQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,CLONED 2,13th - 14th August 2025,CLONED 2,,,a1Y4W000002r0c2UAA,,,FON-International Association,,,,,114,97,,,
a1h4W00000jlZKDQA2,a1Y4W000002r0c2UAA,,Gold Annual Symposium Sponsor Package,98,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIzQAO,a154W00000926WxQAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,CLONED 2,13th - 14th August 2025,CLONED 2,,,a1Y4W000002r0c2UAA,,,FON-International Association,,,,,114,98,,,
a1h4W00000jlZKEQA2,a1Y4W000002r0c2UAA,,Silver Annual Symposium Sponsor Package,99,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIzQAO,a154W00000926WyQAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,CLONED 2,13th - 14th August 2025,CLONED 2,,,a1Y4W000002r0c2UAA,,,FON-International Association,,,,,114,99,,,
a1h4W00000jlZKFQA2,a1Y4W000002r0c2UAA,,Bronze Annual Symposium Sponsor Package,100,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIzQAO,a154W00000926WzQAI,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,CLONED 2,13th - 14th August 2025,CLONED 2,,,a1Y4W000002r0c2UAA,,,FON-International Association,,,,,114,100,,,
a1h4W00000jlZKGQA2,a1Y4W000002r0c2UAA,,Gold Annual Symposium Sponsor Package,101,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIzQAO,a154W00000926X0QAI,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,CLONED 2,13th - 14th August 2025,CLONED 2,,,a1Y4W000002r0c2UAA,,,FON-International Association,,,,,114,101,,,
a1h4W00000jlZKHQA2,a1Y4W000002r0c2UAA,,Silver Annual Symposium Sponsor Package,102,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZIzQAO,a154W00000926X1QAI,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,CLONED 2,13th - 14th August 2025,CLONED 2,,,a1Y4W000002r0c2UAA,,,FON-International Association,,,,,114,102,,,
a1h4W00000jlZKIQA2,a1Y4W000002r0c3UAA,,Bronze Annual Symposium Sponsor Package,103,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJ1QAO,a154W00000926XDQAY,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,test clone speaker,26th - 27th August 2033,test clone speaker,,,a1Y4W000002r0c3UAA,,,FON-International Association,,,,,117,488,,,
a1h4W00000jlZKJQA2,a1Y4W000002r0c3UAA,,Gold Annual Symposium Sponsor Package,104,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJ1QAO,a154W00000926XEQAY,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,test clone speaker,26th - 27th August 2033,test clone speaker,,,a1Y4W000002r0c3UAA,,,FON-International Association,,,,,117,489,,,
a1h4W00000jlZKKQA2,a1Y4W000002r0c3UAA,,Silver Annual Symposium Sponsor Package,105,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJ1QAO,a154W00000926XFQAY,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,test clone speaker,26th - 27th August 2033,test clone speaker,,,a1Y4W000002r0c3UAA,,,FON-International Association,,,,,117,490,,,
a1h4W00000jlZKLQA2,a1Y4W000002r0c3UAA,,Bronze Annual Symposium Sponsor Package,106,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJ1QAO,a154W00000926XGQAY,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,test clone speaker,26th - 27th August 2033,test clone speaker,,,a1Y4W000002r0c3UAA,,,FON-International Association,,,,,117,491,,,
a1h4W00000jlZKMQA2,a1Y4W000002r0c3UAA,,Gold Annual Symposium Sponsor Package,107,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJ1QAO,a154W00000926XHQAY,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,test clone speaker,26th - 27th August 2033,test clone speaker,,,a1Y4W000002r0c3UAA,,,FON-International Association,,,,,117,492,,,
a1h4W00000jlZKNQA2,a1Y4W000002r0c3UAA,,Silver Annual Symposium Sponsor Package,108,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJ1QAO,a154W00000926XIQAY,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,test clone speaker,26th - 27th August 2033,test clone speaker,,,a1Y4W000002r0c3UAA,,,FON-International Association,,,,,117,493,,,
a1h4W00000jlZLPQA2,a1Y4W000002r0bsUAA,,Gold Annual Conference Sponsor Package,109,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000009DZGMQA4,,Show off your association pride by sponsoring our annual conference at the gold level.,,10000,5,-3,8,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,a1Y4W000002r0bsUAA,,,FON-International Association,,,,,129,,,,
a1h4W00000jlZLQQA2,a1Y4W000002r0bsUAA,,Silver Annual Conference Sponsor Package,110,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000009DZGMQA4,a154W00000926RcQAI,Show off your association pride by sponsoring our annual conference at the silver level!!,,7500,10,7,3,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,a1Y4W000002r0bsUAA,,,FON-International Association,,,,,129,686,,,
a1h4W00000jlZLRQA2,a1Y4W000002r0bsUAA,,Bronze Annual Conference Sponsor Package,111,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000009DZGMQA4,,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,25,0,,false,false,,,,,,Annual Conference (Lightning Event),3rd - 6th October 2019,Annual Conference (Lightning Event),,,a1Y4W000002r0bsUAA,,,FON-International Association,,,,,129,,,,
a1h4W00000jlZLMQA2,a1Y4W000002r0bmUAA,,Bronze Annual Conference Sponsor Package,112,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000009DZJHQA4,a154W00000926bGQAQ,Show off your association pride by sponsoring our annual conference at the bronze level.,,5000,25,25,0,,false,false,,,,,,Annual Meeting (Community Event),1st - 4th December 2021,Annual Meeting (Community Event),,,a1Y4W000002r0bmUAA,,,FON-International Association,,,,,177,112,,,
a1h4W00000jlZLNQA2,a1Y4W000002r0bmUAA,,Gold Annual Conference Sponsor Package,113,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000009DZJHQA4,a154W00000926bHQAQ,Show off your association pride by sponsoring our annual conference at the gold level.,,10000,5,5,0,,false,false,,,,,,Annual Meeting (Community Event),1st - 4th December 2021,Annual Meeting (Community Event),,,a1Y4W000002r0bmUAA,,,FON-International Association,,,,,177,113,,,
a1h4W00000jlZLOQA2,a1Y4W000002r0bmUAA,,Silver Annual Conference Sponsor Package,114,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Conference Sponsor Package,,false,false,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,,true,false,false,false,a134W000009DZJHQA4,a154W00000926bIQAQ,Show off your association pride by sponsoring our annual conference at the silver level.,,7500,10,8,2,,false,false,,,,,,Annual Meeting (Community Event),1st - 4th December 2021,Annual Meeting (Community Event),,,a1Y4W000002r0bmUAA,,,FON-International Association,,,,,177,114,,,
a1h4W00000jlZLSQA2,a1Y4W000002r0c5UAA,,Bronze Annual Symposium Sponsor Package,115,,,a0o4W00000M5SknQAF,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJEQA4,a154W00000926cJQAQ,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,25,0,,false,false,,,,,,2019 Annual Symposium (Lightning Event),7th - 8th December 2019,2019 Annual Symposium (Lightning Event),,,a1Y4W000002r0c5UAA,,,FON-International Association,,,,,167,115,,,
a1h4W00000jlZLTQA2,a1Y4W000002r0c5UAA,,Silver Annual Symposium Sponsor Package,116,,,a0o4W00000M5SknQAF,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJEQA4,a154W00000926cKQAQ,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,10,0,,false,false,,,,,,2019 Annual Symposium (Lightning Event),7th - 8th December 2019,2019 Annual Symposium (Lightning Event),,,a1Y4W000002r0c5UAA,,,FON-International Association,,,,,167,116,,,
a1h4W00000jlZLUQA2,a1Y4W000002r0c5UAA,,Gold Annual Symposium Sponsor Package,117,,,a0o4W00000M5SknQAF,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a134W000009DZJEQA4,a154W00000926cLQAQ,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,5,0,,false,false,,,,,,2019 Annual Symposium (Lightning Event),7th - 8th December 2019,2019 Annual Symposium (Lightning Event),,,a1Y4W000002r0c5UAA,,,FON-International Association,,,,,167,117,,,
