Id,Name,External_Id__c,EventApi__Component_Name__c,EventApi__Config__c,EventApi__Event_Page__c,EventApi__Order__c,EventApi__Title__c,EventApi__HTML__c,EventApi__Event_Page__r.External_Id__c
a244W000006mRm0QAE,EPC-0000921,234,LTE:EventCustomHTML,{},a254W000002JWuGQAW,2,,"<h2><strong>Sponsorship</strong></h2><p><br></p><p>Sponsorship at the Annual Meeting gets your message in front of hundreds of decision-makers at independent schools across the country. More than 1,200 education professionals involved with business, finance, and administration attended the 2019 meeting in Washington, D.C., once again setting an attendance record for the Annual Meeting. Below is a list of sponsorship opportunities at this year&#39;s conference.</p><p><br></p><p><strong>Questions?</strong> Contact Chris Arthur at <a href=""mailto:chris.kalavsky@nboa.org"" target=""_blank""><strong><u>chris.</u></strong></a><strong><u>arthur@mailinator.com&nbsp;</u></strong>or call 202-407-7146.</p><p><br></p><h2><strong>Levels and Offerings</strong></h2><h3><br></h3><h3><strong>Gold&nbsp;$10,000</strong></h3><ul><li>2020 Annual Meeting Mobile App</li><li>First-Time Attendee Reception (held prior to Opening Reception)</li><li>Annual Meeting Lanyard</li><li>Annual Meeting Giveaway</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udeQAA"" target=""_blank"">Click here&nbsp;</a>to Purchase</p><p><br></p><h3><strong>Silver&nbsp;$6,000</strong></h3><ul><li>Annual Meeting Hotel Key Card</li><li>Charging Stations</li><li>Wi-Fi*</li><li>Session Tracks</li><li><em>Net Assets</em> Photo Booth</li><li>Headshot Booth</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udfQAA"" target=""_blank"">Click here</a> to Purchase</p><p><br></p><h3><strong>Bronze&nbsp;$4,000</strong></h3><ul><li>Breakfast (limited quantities)</li><li>AM/PM Break (limited quantities)</li><li>Fun Run</li><li>Yoga</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udgQAA"" target=""_blank"">Click here</a> to Purchase</p>",44
a244W000006mRm1QAE,EPC-0000922,235,LTE:EventCustomHTML,{},a254W000002JWuHQAW,1,,"<p><strong>World Renowned Event</strong></p><p>There is no better place for professional development than the Annual Symposium. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p><p><br></p><p><strong>Fresh Perspectives</strong></p><p>Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>",46
a244W000006mRm2QAE,EPC-0000923,236,LTE:FeaturedEventSpeakers,{},a254W000002JWuHQAW,2,,,46
a244W000006mRm3QAE,EPC-0000924,237,LTE:EventAgenda,{},a254W000002JWuIQAW,1,,,47
a244W000006mRm4QAE,EPC-0000925,238,LTE:EventPrimaryVenue,{},a254W000002JWuJQAW,1,,,48
a244W000006mRm5QAE,EPC-0000926,239,LTE:EventSecondaryVenues,{},a254W000002JWuJQAW,2,,,48
a244W000006mRm6QAE,EPC-0000927,240,LTE:EventVenueMap,{},a254W000002JWuJQAW,3,,,48
a244W000006mRm7QAE,EPC-0000928,241,LTE:EventSpeakers,{},a254W000002JWuKQAW,1,,,49
a244W000006mRm8QAE,EPC-0000929,242,LTE:FeaturedEventSponsors,{},a254W000002JWuLQAW,1,,,50
a244W000006mRm9QAE,EPC-0000930,243,LTE:EventCustomHTML,{},a254W000002JWuLQAW,2,,"<h2><strong>Sponsorship</strong></h2><p><br></p><p>Sponsorship at the Annual Meeting gets your message in front of hundreds of decision-makers at independent schools across the country. More than 1,200 education professionals involved with business, finance, and administration attended the 2019 meeting in Washington, D.C., once again setting an attendance record for the Annual Meeting. Below is a list of sponsorship opportunities at this year&#39;s conference.</p><p><br></p><p><strong>Questions?</strong> Contact Chris Arthur at <a href=""mailto:chris.kalavsky@nboa.org"" target=""_blank""><strong><u>chris.</u></strong></a><strong><u>arthur@mailinator.com&nbsp;</u></strong>or call 202-407-7146.</p><p><br></p><h2><strong>Levels and Offerings</strong></h2><h3><br></h3><h3><strong>Gold&nbsp;$10,000</strong></h3><ul><li>2020 Annual Meeting Mobile App</li><li>First-Time Attendee Reception (held prior to Opening Reception)</li><li>Annual Meeting Lanyard</li><li>Annual Meeting Giveaway</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udeQAA"" target=""_blank"">Click here&nbsp;</a>to Purchase</p><p><br></p><h3><strong>Silver&nbsp;$6,000</strong></h3><ul><li>Annual Meeting Hotel Key Card</li><li>Charging Stations</li><li>Wi-Fi*</li><li>Session Tracks</li><li><em>Net Assets</em> Photo Booth</li><li>Headshot Booth</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udfQAA"" target=""_blank"">Click here</a> to Purchase</p><p><br></p><h3><strong>Bronze&nbsp;$4,000</strong></h3><ul><li>Breakfast (limited quantities)</li><li>AM/PM Break (limited quantities)</li><li>Fun Run</li><li>Yoga</li></ul><p><br></p><p><a href=""https://us-tdm-tso-15eb63ff4c6-1626e3c741a.force.com/CPBase__item?id=a156A0000026udgQAA"" target=""_blank"">Click here</a> to Purchase</p>",50
a244W000006mRmAQAU,EPC-0000958,244,LTE:EventCustomHTML,{},a254W000002JWuMQAW,1,,"<p><strong>World Renowned Event</strong></p><p>There is no better place for professional development than the Annual Symposium. By attending, you&rsquo;ll gain the tools and resources you need to implement successful practices &ndash; which help your company succeed.</p><p><br></p><p><strong>Fresh Perspectives</strong></p><p>Internationally-renowned speakers that offer fresh points of view and inspiring stories that can help shift your perspectives and deepen your understanding of leadership, motivation, and success.</p>",52
a244W000006mRmBQAU,EPC-0000959,245,LTE:FeaturedEventSpeakers,{},a254W000002JWuMQAW,2,,,52
a244W000006mRmCQAU,EPC-0000960,246,LTE:EventAgenda,{},a254W000002JWuNQAW,1,,,53
a244W000006mRmDQAU,EPC-0000961,247,LTE:EventPrimaryVenue,{},a254W000002JWuOQAW,1,,,54
a244W000006mRmEQAU,EPC-0000962,248,LTE:EventSecondaryVenues,{},a254W000002JWuOQAW,2,,,54
a244W000006mRmFQAU,EPC-0000963,249,LTE:EventVenueMap,{},a254W000002JWuOQAW,3,,,54
a244W000006mRmGQAU,EPC-0000964,250,LTE:EventSpeakers,{},a254W000002JWuPQAW,1,,,55
a244W000006mRmHQAU,EPC-0000965,251,LTE:FeaturedEventSponsors,{},a254W000002JWuQQAW,1,,,56
