Name,OrderApi__Adjustment_Account__c,OrderApi__Assign_to_Item__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Business_Group__c,OrderApi__Cost__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Price_Rules__c,OrderApi__Disable_Scheduling__c,OrderApi__Discount_Account__c,OrderApi__Display_Name__c,OrderApi__Download_File_Location__c,OrderApi__Download_File_Name__c,OrderApi__Download_File_Type__c,OrderApi__EAN__c,OrderApi__Enable_Access_Permissions__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Shipping__c,OrderApi__Features_List__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Form__c,OrderApi__ISBN__c,OrderApi__Image_Path__c,OrderApi__Income_Account__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Default_Shipping_Rate__c,OrderApi__Is_Default_Tax_Rate__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Item_Class__c,OrderApi__Item_Weight_UOM__c,OrderApi__Item_Weight__c,OrderApi__Line_Description__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Maximum_Number_of_Downloads__c,OrderApi__Maximum_Value__c,OrderApi__Maximum_Weight__c,OrderApi__Minimum_Value__c,OrderApi__Minimum_Weight__c,OrderApi__Not_For_Individual_Sale__c,OrderApi__Price__c,OrderApi__Refund_Account__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Restrict_Number_of_Assignments__c,OrderApi__Restrict_Number_of_Downloads__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__SKU__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Region__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Tax_Locale__c,OrderApi__Tax_Percent__c,OrderApi__UPC__c,EventApi__Event__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ProgramApi__Is_Program_Fee__c,ProgramApi__Is_Program_Maintenance_Fee__c,ProgramApi__Program__c,OrderApi__Require_PreAuthorized_Payment__c,OrderApi__AR_Account__c,OrderApi__Invoice_Payment_Priority__c,OrderApi__Add_to_Cart_Button_Label_Override__c,OrderApi__Add_to_Cart_Button_Override__c,OrderApi__Assignment_Instructions__c,OrderApi__Enable_Cancellation_Request__c,OrderApi__Enable_MidTerm_Changes__c,OrderApi__Inventory_Message__c,OrderApi__Inventory__c,OrderApi__Parent_Item__c,OrderApi__Renewal_Form__c,OrderApi__eStore_Description__c,OrderApi__eStore_Short_Description__c,Errors,Id
FON-Continuing Legal Education Donations,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,50,false,,,Continuing Legal Education Donations,false,false,a14R0000004sdQvIAI,Continuing Legal Education Donations,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Continuing Legal Education Donations,,,,,,,false,50,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Continuing Legal Education Donations,,,a1BR0000005WmyxMAC
FON-O'Connor Justice Prize,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,O'Connor Justice Prize,false,false,a14R0000004sdQvIAI,O'Connor Justice Prize,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,O'Connor Justice Prize,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,O&#39;Connor Justice Prize,,,a1BR0000005WmyyMAC
FON-Professor Joseph Feller Memorial Scholarship,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Professor Joseph Feller Memorial Scholarship,false,false,a14R0000004sdQvIAI,Professor Joseph Feller Memorial Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Professor Joseph Feller Memorial Scholarship,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Professor Joseph Feller Memorial Scholarship,,,a1BR0000005WmyzMAC
FON-Center for Law and Society - Armstrong Hall,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Center for Law and Society - Armstrong Hall,false,false,a14R0000004sdQvIAI,Center for Law and Society - Armstrong Hall,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Center for Law and Society - Armstrong Hall,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Center for Law and Society - Armstrong Hall,,,a1BR0000005Wmz0MAC
FON-Class of 1983 Scholarship,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Class of 1983 Scholarship,false,false,a14R0000004sdQvIAI,Class of 1983 Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Class of 1983 Scholarship,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Class of 1983 Scholarship,,,a1BR0000005Wmz1MAC
FON-Class of 1997 Scholarship,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Class of 1997 Scholarship,false,false,a14R0000004sdQvIAI,Class of 1997 Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Class of 1997 Scholarship,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Class of 1997 Scholarship,,,a1BR0000005Wmz2MAC
FON-Class of 1981 Scholarship,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Class of 1981 Scholarship,false,false,a14R0000004sdQvIAI,Class of 1981 Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Class of 1981 Scholarship,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Class of 1981 Scholarship,,,a1BR0000005Wmz3MAC
FON-Gerald Wolf Scholarship,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Gerald Wolf Scholarship,false,false,a14R0000004sdQvIAI,Gerald Wolf Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Gerald Wolf Scholarship,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Gerald Wolf Scholarship,,,a1BR0000005Wmz4MAC
FON-Class of 2004 Scholarship,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Class of 2004 Scholarship,false,false,a14R0000004sdQvIAI,Class of 2004 Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,Class of 2004 Scholarship,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Class of 2004 Scholarship,,,a1BR0000005Wmz5MAC
FON-LSI: Energy Policy Innovation Council,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,LSI: Energy Policy Innovation Council,false,false,a14R0000004sdQvIAI,LSI: Energy Policy Innovation Council,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,LSI: Energy Policy Innovation Council,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,LSI: Energy Policy Innovation Council,,,a1BR0000005Wmz6MAC
FON-MacArthur - Nuclear Trafficking,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,MacArthur - Nuclear Trafficking,false,false,a14R0000004sdQvIAI,MacArthur - Nuclear Trafficking,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003TaGbIAK,,,MacArthur - Nuclear Trafficking,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,MacArthur - Nuclear Trafficking,,,a1BR0000005Wmz7MAC
Gold Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaG0IAK,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002JmlJIAS,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005Wmz8MAC
Silver Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaG0IAK,,,Show off your association pride by sponsoring our annual symposium at the silver level.,,,,,,,false,6000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002JmlKIAS,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005Wmz9MAC
FON- International Association Globe,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,A fancy globe with pinpoints indicating all of the countries of IA customers.,false,false,a14R0000004sdQvIAI,International association Globe,,,,,false,false,false,,,,,https://tso-data--framework.na122.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/KWmAiFuI_IAGlobe_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003TaGZIA0,,,A fancy globe with pinpoints indicating all of the countries of IA customers.,,,,,,,false,20,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>A fancy globe with pinpoints indicating all of the countries of IA customers.</p>,,,a1BR0000005WmzAMAS
Webinar Ticket,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,Register for our free webinar!,false,false,a14R0000004sdQvIAI,Webinar Ticket (Fonteva Free Events Webinar),,,,,false,true,false,,,,,https://testgcoaug20-1--framework.na112.visual.force.com/apex/AwsProxy?key=00D3i000000tMP1EAM/uMIYYIFG_Blue_F_Logo_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaEiIAK,,,Webinar Ticket (Fonteva Free Events Webinar),,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1zkIAC,,,a22R0000001k1CwIAI,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Register for our free webinar!,,,a1BR0000005WmzBMAS
test tick,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,test tick (test invitation and then delete this event),,,,,false,true,false,,,,,,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaEvIAK,,,test tick (test invitation and then delete this event),,,,,,,false,1234,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,a22R0000001k1CxIAI,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WmzCMAS
Full Conference Pass,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,true,a14R0000004sdQsIAI,,"Access all areas of the event including all sessions, and exhibits.",false,false,a14R0000004sdQvIAI,Full Conference Pass (JS Event),,,,,false,true,false,,0,a0UR0000007qzjqMAA,,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/DuwTnqBW_badge.png,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaEjIAK,,,Full Conference Pass (JS Event),,,,,,,false,100,a14R0000004sdR0IAI,false,false,false,false,2021-11-17,Specific Date,,,,,,,,,,,,,a22R0000001k1D0IAI,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Access all areas of the event including all sessions, and exhibits.",,,a1BR0000005WmzDMAS
Networking POV,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,Get a free pass to the Networking Event Only,false,false,a14R0000004sdQvIAI,Networking POV (JS Event),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/DuwTnqBW_badge.png,a14R0000004sdQoIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaEjIAK,,,Networking POV (JS Event),,,,,,,false,90,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,a22R0000001k1D1IAI,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Get a free pass to the Networking Event Only,,,a1BR0000005WmzEMAS
VIP Registration,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,true,a14R0000004sdQsIAI,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",false,false,a14R0000004sdQvIAI,VIP Registration (JS Event),,,,,true,true,false,,0,a0UR0000007qzjqMAA,,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/HNTgLslo_badge.png,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaEjIAK,,,VIP Registration (JS Event),,,,,,,false,200,a14R0000004sdR0IAI,false,false,false,false,2021-11-22,Specific Date,,,,,,,,,,,,,a22R0000001k1D2IAI,false,false,,false,a14R0000004sdQsIAI,,,,,false,false,,,false,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",,,a1BR0000005WmzFMAS
Bronze Annual Conference Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Conference Sponsor Package,,,,,false,false,false,,,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaEkIAK,,,Show off your association pride by sponsoring our annual conference at the bronze level.,,,,,,,false,5000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002JmkLIAS,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WmzGMAS
Luncheon,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a14R0000004sdQoIAI,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFMIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znyrIAA,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,a1BR0000005WmzHMAS
Round Table Discussion I,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFMIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znysIAA,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,a1BR0000005WmzIMAS
Round Table Discussion II,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFMIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znytIAA,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,a1BR0000005WmzJMAS
Welcome Breakfast,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a14R0000004sdQoIAI,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFMIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znyuIAA,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,a1BR0000005WmzKMAS
Bronze Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFNIA0,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002JmkvIAC,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WmzLMAS
Gold Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFNIA0,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002JmkwIAC,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WmzMMAS
Silver Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFNIA0,,,Show off your association pride by sponsoring our annual symposium at the silver level.,,,,,,,false,6000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002JmkxIAC,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WmzNMAS
Full Conference Pass,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,"Access all areas of the event including all sessions, and exhibits.",false,false,a14R0000004sdQvIAI,Full Conference Pass (TEST with Vishal 2),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFOIA0,,,,,,,,,,false,100,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,a22R0000001k1DOIAY,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Access all areas of the event including all sessions, and exhibits.",,,a1BR0000005WmzOMAS
VIP Registration,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",false,false,a14R0000004sdQvIAI,VIP Registration (TEST with Vishal 2),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFOIA0,,,,,,,,,,false,200,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,a22R0000001k1DPIAY,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",,,a1BR0000005WmzPMAS
FON-Session 4a: Building Successful Teams,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",false,false,a14R0000004sdQvIAI,Session 4a: Building Successful Teams (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Session 4a: Building Successful Teams,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",,,a1BR0000005WmzQMAS
FON-Executive Reception & Dinner,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Meet other executives and mingle at the beautiful Top of the Town, with gorgeous views of the city below.",false,false,a14R0000004sdQvIAI,Executive Reception & Dinner (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Executive Reception & Dinner,,,,,,,false,25,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Meet other executives and mingle at the beautiful Top of the Town, with gorgeous views of the city below.",,,a1BR0000005WmzRMAS
FON-Networking Breakfast,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Join us for a chance to network with other critical influencers in the important industry we all work to better.  Sync up with the keynote speakers and collaborate on ideas for the future.,false,false,a14R0000004sdQvIAI,Networking Breakfast (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Networking Breakfast,,,,,,,false,15,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Join us for a chance to network with other critical influencers in the important industry we all work to better.  Sync up with the keynote speakers and collaborate on ideas for the future.,,,a1BR0000005WmzSMAS
