Name,OrderApi__Adjustment_Account__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Business_Group__c,OrderApi__Cost__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Price_Rules__c,OrderApi__Disable_Scheduling__c,OrderApi__Discount_Account__c,OrderApi__Display_Name__c,OrderApi__Download_File_Location__c,OrderApi__Download_File_Name__c,OrderApi__Download_File_Type__c,OrderApi__EAN__c,OrderApi__Enable_Access_Permissions__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Shipping__c,OrderApi__Features_List__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Form__c,OrderApi__ISBN__c,OrderApi__Image_Path__c,OrderApi__Income_Account__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Default_Shipping_Rate__c,OrderApi__Is_Default_Tax_Rate__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Item_Class__c,OrderApi__Item_Weight_UOM__c,OrderApi__Item_Weight__c,OrderApi__Line_Description__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Maximum_Number_of_Downloads__c,OrderApi__Maximum_Value__c,OrderApi__Maximum_Weight__c,OrderApi__Minimum_Value__c,OrderApi__Minimum_Weight__c,OrderApi__Not_For_Individual_Sale__c,OrderApi__Price__c,OrderApi__Refund_Account__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Restrict_Number_of_Assignments__c,OrderApi__Restrict_Number_of_Downloads__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__SKU__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Region__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Tax_Locale__c,OrderApi__Tax_Percent__c,OrderApi__UPC__c,EventApi__Event__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ProgramApi__Is_Program_Fee__c,ProgramApi__Is_Program_Maintenance_Fee__c,OrderApi__Require_PreAuthorized_Payment__c,OrderApi__AR_Account__c,OrderApi__Invoice_Payment_Priority__c,OrderApi__Add_to_Cart_Button_Label_Override__c,OrderApi__Add_to_Cart_Button_Override__c,OrderApi__Assignment_Instructions__c,OrderApi__Enable_Cancellation_Request__c,OrderApi__Enable_MidTerm_Changes__c,OrderApi__Inventory_Message__c,OrderApi__Inventory__c,OrderApi__Parent_Item__c,OrderApi__Renewal_Form__c,OrderApi__eStore_Description__c,OrderApi__eStore_Short_Description__c,Errors,Id
Beginner Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,false,a14R0000004sdQoIAI,Beginner Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,,,a1BR0000005WjRBMA0
Conferece Check In,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Please check in when you arrive at the symposium.</p>,false,false,a14R0000004sdQoIAI,Conference Check In,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Please check in when you arrive at the symposium.</p>,,,a1BR0000005WjRCMA0
Keynote Speech,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,false,a14R0000004sdQoIAI,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",,,a1BR0000005WjRDMA0
Leadership Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a14R0000004sdQoIAI,Leadership Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,a1BR0000005WjREMA0
Luncheon,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a14R0000004sdQoIAI,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,a1BR0000005WjRFMA0
Round Table Discussion I,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,a1BR0000005WjRGMA0
Round Table Discussion II,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,a1BR0000005WjRHMA0
Welcome Breakfast,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a14R0000004sdQoIAI,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4dIAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,a1BR0000005WjRIMA0
Bronze Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4eIAC,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrmIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjRJMA0
Bronze Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3yIAC,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrMIAS,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjRKMA0
Gold Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3yIAC,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrNIAS,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjRLMA0
Silver Annual Symposium Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3yIAC,,,Show off your association pride by sponsoring our annual symposium at the silver level.,,,,,,,false,6000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1yR0000002JlrOIAS,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005WjRMMA0
Full Conference Pass,a14R0000004sdRrIAI,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,"Access all areas of the event including all sessions, and exhibits.",false,false,a14R0000004sdQvIAI,Full Conference Pass (Test 2),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3zIAC,,,,,,,,,,false,100,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a22R0000001k0v3IAA,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Access all areas of the event including all sessions, and exhibits.",,,a1BR0000005WjRNMA0
VIP Registration,a14R0000004sdRrIAI,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",false,false,a14R0000004sdQvIAI,VIP Registration (Test 2),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3zIAC,,,,,,,,,,false,200,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a22R0000001k0v4IAA,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",,,a1BR0000005WjROMA0
Advanced Discussion,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,false,a14R0000004sdQoIAI,Advanced Discussion,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta40IAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,,,a1BR0000005WjRPMA0
Beginner Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,false,a14R0000004sdQoIAI,Beginner Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta40IAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,,,a1BR0000005WjRQMA0
Conferece Check In,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Please check in when you arrive at the symposium.</p>,false,false,a14R0000004sdQoIAI,Conference Check In,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta40IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Please check in when you arrive at the symposium.</p>,,,a1BR0000005WjRRMA0
Keynote Speech,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,false,a14R0000004sdQoIAI,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta40IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",,,a1BR0000005WjRSMA0
Leadership Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a14R0000004sdQoIAI,Leadership Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta40IAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,a1BR0000005WjRTMA0
FON-Homecoming Game Ticket,a14R0000004sdRrIAI,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,Ticket for the annual homecoming game,false,false,a14R0000004sdQvIAI,Homecoming Game Ticket (Homecoming),,,,,false,false,false,,,,,http://homecoming.sdsu.edu/homecoming/images/minifreetextimages/02261-homecoming_car_2012.jpg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta58IAC,,,Homecoming Game Ticket,,,,,,,false,100,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,a22R0000001k0uRIAQ,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Ticket for the annual homecoming game,,,a1BR0000005WjRUMA0
FON-User Group Ticket,a14R0000004sdRrIAI,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,Come to the user group,false,false,a14R0000004sdQvIAI,User Group Ticket (User Meetup),,,,,false,true,false,,,,,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/wldztdFZ_ticket_4.png,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4tIAC,,,User Group Ticket,,,,,,,false,20,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Come to the user group,,,a1BR0000005WjRVMA0
FON-User Group & Happy Hour  Ticket,a14R0000004sdRrIAI,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,Come to the tailgate and the game,false,false,a14R0000004sdQvIAI,User Group & Happy Hour  Ticket (User Meetup),,,,,false,true,false,,,,,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/wldztdFZ_ticket_4.png,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4tIAC,,,User Group & Happy Hour  Ticket,,,,,,,false,40,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Come to the tailgate and the game,,,a1BR0000005WjRWMA0
FON-Welcome Breakfast,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Join us for a lunch in the Grand Ballroom featuring the music of The Strings.,false,false,a14R0000004sdQvIAI,Welcome Breakfast (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Welcome Breakfast,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Join us for a lunch in the Grand Ballroom featuring the music of The Strings.,,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Lunch,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Join us for a lunch in the Grand Ballroom featuring the music of The Strings.,false,false,a14R0000004sdQvIAI,Lunch (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Lunch,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Join us for a lunch in the Grand Ballroom featuring the music of The Strings.,,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Session 2a: Creative Brainstorming Methods,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",false,false,a14R0000004sdQvIAI,Session 2a: Creative Brainstorming Methods (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Session 2a: Creative Brainstorming Methods,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus.",,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Session 2b: Quality Assurance in Modern Organizations,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",false,false,a14R0000004sdQvIAI,Session 2b: Quality Assurance in Modern Organizations (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Session 2b: Quality Assurance in Modern Organizations,,,,,,,false,40,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Session 3: Round Table,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",false,false,a14R0000004sdQvIAI,Session 3: Round Table (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Session 3: Round Table,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Session 4b: How to Lead and Follow,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",false,false,a14R0000004sdQvIAI,Session 4b: How to Lead and Follow (2016 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Session 4b: How to Lead and Follow,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Come join us for a session on how to prioritize your life, plan your projects, and implement like a pro!",,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Continuing Legal Education Donations,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,50,false,,,Continuing Legal Education Donations,false,false,a14R0000004sdQvIAI,Continuing Legal Education Donations,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,Continuing Legal Education Donations,,,,,,,false,50,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Continuing Legal Education Donations,,,a1BR0000005WjRXMA0
FON-O'Connor Justice Prize,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,O'Connor Justice Prize,false,false,a14R0000004sdQvIAI,O'Connor Justice Prize,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,O'Connor Justice Prize,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,O&#39;Connor Justice Prize,,,a1BR0000005WjRYMA0
FON-Professor Joseph Feller Memorial Scholarship,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Professor Joseph Feller Memorial Scholarship,false,false,a14R0000004sdQvIAI,Professor Joseph Feller Memorial Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a19R0000003Ta5FIAS,,,Professor Joseph Feller Memorial Scholarship,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Professor Joseph Feller Memorial Scholarship,,,a1BR0000005WjRZMA0
